configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
200000-1-3,[2- 0- 0- 0- 0- 0- 1- 0- 0- 3- 0- 0- 0],[1363200- 0- 0- 0- 0- 0- 652800- 0- 0- 2400000- 0- 0- 0],[2- 0- 0- 0- 0- 0- 1- 3],[1363200- 0- 0- 0- 0- 0- 652800- 2400000],            64.33997409241996,1880.012954540209,7.19617e+11,8.94086e-11,0,0
110001-2-3,[1- 1- 0- 0- 0- 1- 2- 0- 0- 3- 0- 0- 0],[576000- 576000- 0- 0- 0- 576000- 1478400- 0- 0- 2400000- 0- 0- 0],[1- 1- 0- 0- 0- 1- 2- 3],[576000- 576000- 0- 0- 0- 576000- 1478400- 2400000],            76.98065980311152,2215.861050376887,1.03804e+12,7.41596e-11,0,0
220202-1-1,[2- 2- 0- 2- 0- 2- 1- 0- 0- 1- 0- 0- 0],[1363200- 1363200- 0- 1363200- 0- 1363200- 652800- 0- 0- 806400- 0- 0- 0],[2- 2- 0- 2- 0- 2- 1- 1],[1363200- 1363200- 0- 1363200- 0- 1363200- 652800- 806400],            50.470000516399516,1487.7932513412713,7.85194e+11,6.42771e-11,0,0
003033-1-1,[0- 0- 3- 0- 3- 3- 1- 0- 0- 1- 0- 0- 0],[0- 0- 1804800- 0- 1804800- 1804800- 652800- 0- 0- 806400- 0- 0- 0],[0- 0- 3- 0- 3- 3- 1- 1],[0- 0- 1804800- 0- 1804800- 1804800- 652800- 806400],            58.6370944765814,1723.212719368403,7.88742e+11,7.43426e-11,0,0
202222-2-0,[2- 0- 2- 2- 2- 2- 2- 0- 0- 0- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 1478400- 0- 0- 0- 0- 0- 0],[2- 0- 2- 2- 2- 2- 2- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 1478400- 0],            59.2169275668937,1731.3330144582537,9.04992e+11,6.54336e-11,0,0
330300-2-0,[3- 3- 0- 3- 0- 0- 2- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 0- 1804800- 0- 0- 1478400- 0- 0- 0- 0- 0- 0],[3- 3- 0- 3- 0- 0- 2- 0],[1804800- 1804800- 0- 1804800- 0- 0- 1478400- 0],            42.494897108957154,1264.8005871419646,5.23833e+11,8.1123e-11,0,0
010011-1-0,[0- 1- 0- 0- 1- 1- 1- 0- 0- 0- 0- 0- 0],[0- 576000- 0- 0- 576000- 576000- 652800- 0- 0- 0- 0- 0- 0],[0- 1- 0- 0- 1- 1- 1- 0],[0- 576000- 0- 0- 576000- 576000- 652800- 0],            30.276377856940353,916.797299162248,2.962e+11,1.02216e-10,0,0
030000-3-3,[0- 3- 0- 0- 0- 0- 3- 0- 0- 3- 0- 0- 0],[0- 1804800- 0- 0- 0- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 3- 0- 0- 0- 0- 3- 3],[0- 1804800- 0- 0- 0- 0- 2208000- 2400000],            80.04278396859557,2291.9709345815686,8.99123e+11,8.90232e-11,0,0
222002-0-0,[2- 2- 2- 0- 0- 2- 0- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 0- 0- 0- 0- 0- 0- 0],[2- 2- 2- 0- 0- 2- 0- 0],[1363200- 1363200- 1363200- 0- 0- 1363200- 0- 0],            35.22248964071155,1060.2020987498659,3.89856e+11,9.03474e-11,0,0
330033-1-1,[3- 3- 0- 0- 3- 3- 1- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 0- 0- 1804800- 1804800- 652800- 0- 0- 806400- 0- 0- 0],[3- 3- 0- 0- 3- 3- 1- 1],[1804800- 1804800- 0- 0- 1804800- 1804800- 652800- 806400],            65.34824041069513,1916.024885376568,9.24722e+11,7.0668e-11,0,0
330330-1-3,[3- 3- 0- 3- 3- 0- 1- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 0- 652800- 0- 0- 2400000- 0- 0- 0],[3- 3- 0- 3- 3- 0- 1- 3],[1804800- 1804800- 0- 1804800- 1804800- 0- 652800- 2400000],            73.18295677224415,2113.5830311784266,8.83368e+11,8.28454e-11,0,0
303033-0-0,[3- 0- 3- 0- 3- 3- 0- 0- 0- 0- 0- 0- 0],[1804800- 0- 1804800- 0- 1804800- 1804800- 0- 0- 0- 0- 0- 0- 0],[3- 0- 3- 0- 3- 3- 0- 0],[1804800- 0- 1804800- 0- 1804800- 1804800- 0- 0],            50.121642670795254,1480.3802869986264,5.23058e+11,9.58243e-11,0,0
003333-2-0,[0- 0- 3- 3- 3- 3- 2- 0- 0- 0- 0- 0- 0],[0- 0- 1804800- 1804800- 1804800- 1804800- 1478400- 0- 0- 0- 0- 0- 0],[0- 0- 3- 3- 3- 3- 2- 0],[0- 0- 1804800- 1804800- 1804800- 1804800- 1478400- 0],            70.52682283226056,2049.3423283946368,9.36985e+11,7.527e-11,0,0
020222-2-2,[0- 2- 0- 2- 2- 2- 2- 0- 0- 2- 0- 0- 0],[0- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 0- 0- 1766400- 0- 0- 0],[0- 2- 0- 2- 2- 2- 2- 2],[0- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 1766400],            87.53002178089183,2488.525046063732,1.30458e+12,6.70944e-11,0,0
033030-3-1,[0- 3- 3- 0- 3- 0- 3- 0- 0- 1- 0- 0- 0],[0- 1804800- 1804800- 0- 1804800- 0- 2208000- 0- 0- 806400- 0- 0- 0],[0- 3- 3- 0- 3- 0- 3- 1],[0- 1804800- 1804800- 0- 1804800- 0- 2208000- 806400],            65.40226173805877,1905.6295156473543,8.19516e+11,7.9806e-11,0,0
333033-3-3,[3- 3- 3- 0- 3- 3- 3- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 1804800- 0- 1804800- 1804800- 2208000- 0- 0- 2400000- 0- 0- 0],[3- 3- 3- 0- 3- 3- 3- 3],[1804800- 1804800- 1804800- 0- 1804800- 1804800- 2208000- 2400000],            92.65928549142409,2630.007298764036,1.37927e+12,6.71799e-11,0,0
110101-2-0,[1- 1- 0- 1- 0- 1- 2- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 576000- 0- 576000- 1478400- 0- 0- 0- 0- 0- 0],[1- 1- 0- 1- 0- 1- 2- 0],[576000- 576000- 0- 576000- 0- 576000- 1478400- 0],            44.94678636770851,1337.0998410380332,5.75746e+11,7.8067e-11,0,0
001000-3-0,[0- 0- 1- 0- 0- 0- 3- 0- 0- 0- 0- 0- 0],[0- 0- 576000- 0- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[0- 0- 1- 0- 0- 0- 3- 0],[0- 0- 576000- 0- 0- 0- 2208000- 0],            49.31922940865544,1457.1464545905162,5.19853e+11,9.48715e-11,0,0
300000-2-0,[3- 0- 0- 0- 0- 0- 2- 0- 0- 0- 0- 0- 0],[1804800- 0- 0- 0- 0- 0- 1478400- 0- 0- 0- 0- 0- 0],[3- 0- 0- 0- 0- 0- 2- 0],[1804800- 0- 0- 0- 0- 0- 1478400- 0],            39.54493033100684,1178.496636827544,4.31889e+11,9.15627e-11,0,0
003303-1-2,[0- 0- 3- 3- 0- 3- 1- 0- 0- 2- 0- 0- 0],[0- 0- 1804800- 1804800- 0- 1804800- 652800- 0- 0- 1766400- 0- 0- 0],[0- 0- 3- 3- 0- 3- 1- 2],[0- 0- 1804800- 1804800- 0- 1804800- 652800- 1766400],            80.94736701096696,2331.7227610846985,1.04588e+12,7.73964e-11,0,0
300030-2-0,[3- 0- 0- 0- 3- 0- 2- 0- 0- 0- 0- 0- 0],[1804800- 0- 0- 0- 1804800- 0- 1478400- 0- 0- 0- 0- 0- 0],[3- 0- 0- 0- 3- 0- 2- 0],[1804800- 0- 0- 0- 1804800- 0- 1478400- 0],            41.215784795617516,1221.8973988884368,4.80105e+11,8.58474e-11,0,0
002200-3-2,[0- 0- 2- 2- 0- 0- 3- 0- 0- 2- 0- 0- 0],[0- 0- 1363200- 1363200- 0- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 0- 2- 2- 0- 0- 3- 2],[0- 0- 1363200- 1363200- 0- 0- 2208000- 1766400],            81.66872704524802,2338.21789820199,1.04638e+12,7.80488e-11,0,0
333330-2-0,[3- 3- 3- 3- 3- 0- 2- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 1478400- 0- 0- 0- 0- 0- 0],[3- 3- 3- 3- 3- 0- 2- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 1478400- 0],            45.36592371702859,1360.4888624432954,6.21177e+11,7.30322e-11,0,0
020222-3-0,[0- 2- 0- 2- 2- 2- 3- 0- 0- 0- 0- 0- 0],[0- 1363200- 0- 1363200- 1363200- 1363200- 2208000- 0- 0- 0- 0- 0- 0],[0- 2- 0- 2- 2- 2- 3- 0],[0- 1363200- 0- 1363200- 1363200- 1363200- 2208000- 0],            62.53995293576916,1839.3687092855896,8.90407e+11,7.02375e-11,0,0
030033-3-0,[0- 3- 0- 0- 3- 3- 3- 0- 0- 0- 0- 0- 0],[0- 1804800- 0- 0- 1804800- 1804800- 2208000- 0- 0- 0- 0- 0- 0],[0- 3- 0- 0- 3- 3- 3- 0],[0- 1804800- 0- 0- 1804800- 1804800- 2208000- 0],            70.02713675655465,2036.8820480839438,8.76491e+11,7.98949e-11,0,0
330003-3-1,[3- 3- 0- 0- 0- 3- 3- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 0- 0- 0- 1804800- 2208000- 0- 0- 806400- 0- 0- 0],[3- 3- 0- 0- 0- 3- 3- 1],[1804800- 1804800- 0- 0- 0- 1804800- 2208000- 806400],            73.38859474562628,2130.016594580153,9.93187e+11,7.3892e-11,0,0
303000-3-1,[3- 0- 3- 0- 0- 0- 3- 0- 0- 1- 0- 0- 0],[1804800- 0- 1804800- 0- 0- 0- 2208000- 0- 0- 806400- 0- 0- 0],[3- 0- 3- 0- 0- 0- 3- 1],[1804800- 0- 1804800- 0- 0- 0- 2208000- 806400],            64.34512219904238,1878.1621201680678,7.80586e+11,8.24318e-11,0,0
020002-2-3,[0- 2- 0- 0- 0- 2- 2- 0- 0- 3- 0- 0- 0],[0- 1363200- 0- 0- 0- 1363200- 1478400- 0- 0- 2400000- 0- 0- 0],[0- 2- 0- 0- 0- 2- 2- 3],[0- 1363200- 0- 0- 0- 1363200- 1478400- 2400000],            83.10239746504709,2384.2784290201116,1.10701e+12,7.50692e-11,0,0
303330-3-0,[3- 0- 3- 3- 3- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 2208000- 0- 0- 0- 0- 0- 0],[3- 0- 3- 3- 3- 0- 3- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 2208000- 0],            50.56673738427292,1512.324049118067,6.49547e+11,7.78492e-11,0,0
110101-1-0,[1- 1- 0- 1- 0- 1- 1- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 576000- 0- 576000- 652800- 0- 0- 0- 0- 0- 0],[1- 1- 0- 1- 0- 1- 1- 0],[576000- 576000- 0- 576000- 0- 576000- 652800- 0],            31.249086970467445,947.2950293925682,3.3887e+11,9.22156e-11,0,0
333033-1-3,[3- 3- 3- 0- 3- 3- 1- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 1804800- 0- 1804800- 1804800- 652800- 0- 0- 2400000- 0- 0- 0],[3- 3- 3- 0- 3- 3- 1- 3],[1804800- 1804800- 1804800- 0- 1804800- 1804800- 652800- 2400000],            94.29930793987965,2676.8970432494566,1.27369e+12,7.40363e-11,0,0
001111-1-0,[0- 0- 1- 1- 1- 1- 1- 0- 0- 0- 0- 0- 0],[0- 0- 576000- 576000- 576000- 576000- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 1- 1- 1- 1- 1- 0],[0- 0- 576000- 576000- 576000- 576000- 652800- 0],            33.008552866909774,976.7117899398605,3.39983e+11,9.70888e-11,0,0
010111-1-2,[0- 1- 0- 1- 1- 1- 1- 0- 0- 2- 0- 0- 0],[0- 576000- 0- 576000- 576000- 576000- 652800- 0- 0- 1766400- 0- 0- 0],[0- 1- 0- 1- 1- 1- 1- 2],[0- 576000- 0- 576000- 576000- 576000- 652800- 1766400],            63.33291473508287,1842.1114713497977,8.41382e+11,7.52725e-11,0,0
100100-3-3,[1- 0- 0- 1- 0- 0- 3- 0- 0- 3- 0- 0- 0],[576000- 0- 0- 576000- 0- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[1- 0- 0- 1- 0- 0- 3- 3],[576000- 0- 0- 576000- 0- 0- 2208000- 2400000],            77.70891264945926,2245.0601066877944,8.90553e+11,8.72592e-11,0,0
000100-2-1,[0- 0- 0- 1- 0- 0- 2- 0- 0- 1- 0- 0- 0],[0- 0- 0- 576000- 0- 0- 1478400- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 1- 0- 0- 2- 1],[0- 0- 0- 576000- 0- 0- 1478400- 806400],            52.305660553812594,1542.101486869496,6.45273e+11,8.10597e-11,0,0
303333-1-0,[3- 0- 3- 3- 3- 3- 1- 0- 0- 0- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 1804800- 652800- 0- 0- 0- 0- 0- 0],[3- 0- 3- 3- 3- 3- 1- 0],[1804800- 0- 1804800- 1804800- 1804800- 1804800- 652800- 0],            64.35007047679922,1874.176105537936,8.38771e+11,7.67195e-11,0,0
220020-1-2,[2- 2- 0- 0- 2- 0- 1- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 0- 1363200- 0- 652800- 0- 0- 1766400- 0- 0- 0],[2- 2- 0- 0- 2- 0- 1- 2],[1363200- 1363200- 0- 0- 1363200- 0- 652800- 1766400],            62.229672314345905,1810.948301294594,7.88463e+11,7.89253e-11,0,0
100111-1-0,[1- 0- 0- 1- 1- 1- 1- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 576000- 576000- 576000- 652800- 0- 0- 0- 0- 0- 0],[1- 0- 0- 1- 1- 1- 1- 0],[576000- 0- 0- 576000- 576000- 576000- 652800- 0],            32.55567293709175,962.2051715790076,3.41225e+11,9.54082e-11,0,0
200000-1-0,[2- 0- 0- 0- 0- 0- 1- 0- 0- 0- 0- 0- 0],[1363200- 0- 0- 0- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[2- 0- 0- 0- 0- 0- 1- 0],[1363200- 0- 0- 0- 0- 0- 652800- 0],            27.54961888696046,832.5883210232147,2.06522e+11,1.33398e-10,0,0
003300-3-0,[0- 0- 3- 3- 0- 0- 3- 0- 0- 0- 0- 0- 0],[0- 0- 1804800- 1804800- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[0- 0- 3- 3- 0- 0- 3- 0],[0- 0- 1804800- 1804800- 0- 0- 2208000- 0],            57.61668750338357,1701.9504565670509,6.15318e+11,9.36373e-11,0,0
330330-3-0,[3- 3- 0- 3- 3- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 0- 2208000- 0- 0- 0- 0- 0- 0],[3- 3- 0- 3- 3- 0- 3- 0],[1804800- 1804800- 0- 1804800- 1804800- 0- 2208000- 0],            57.869084231929165,1710.9393735808046,6.90232e+11,8.384e-11,0,0
002000-2-1,[0- 0- 2- 0- 0- 0- 2- 0- 0- 1- 0- 0- 0],[0- 0- 1363200- 0- 0- 0- 1478400- 0- 0- 806400- 0- 0- 0],[0- 0- 2- 0- 0- 0- 2- 1],[0- 0- 1363200- 0- 0- 0- 1478400- 806400],            52.141300619742324,1535.4002036126737,6.49355e+11,8.02971e-11,0,0
100000-2-1,[1- 0- 0- 0- 0- 0- 2- 0- 0- 1- 0- 0- 0],[576000- 0- 0- 0- 0- 0- 1478400- 0- 0- 806400- 0- 0- 0],[1- 0- 0- 0- 0- 0- 2- 1],[576000- 0- 0- 0- 0- 0- 1478400- 806400],            51.604696137494564,1525.867536682678,6.53332e+11,7.89869e-11,0,0
000010-3-1,[0- 0- 0- 0- 1- 0- 3- 0- 0- 1- 0- 0- 0],[0- 0- 0- 0- 576000- 0- 2208000- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 0- 1- 0- 3- 1],[0- 0- 0- 0- 576000- 0- 2208000- 806400],            65.58873751640105,1904.22073214856,7.36596e+11,8.9043e-11,0,0
110110-3-1,[1- 1- 0- 1- 1- 0- 3- 0- 0- 1- 0- 0- 0],[576000- 576000- 0- 576000- 576000- 0- 2208000- 0- 0- 806400- 0- 0- 0],[1- 1- 0- 1- 1- 0- 3- 1],[576000- 576000- 0- 576000- 576000- 0- 2208000- 806400],            67.57287611693334,1977.1671997608523,8.74419e+11,7.72775e-11,0,0
033333-2-1,[0- 3- 3- 3- 3- 3- 2- 0- 0- 1- 0- 0- 0],[0- 1804800- 1804800- 1804800- 1804800- 1804800- 1478400- 0- 0- 806400- 0- 0- 0],[0- 3- 3- 3- 3- 3- 2- 1],[0- 1804800- 1804800- 1804800- 1804800- 1804800- 1478400- 806400],            79.64660959429389,2287.5638349300307,1.2008e+12,6.6328e-11,0,0
000222-2-3,[0- 0- 0- 2- 2- 2- 2- 0- 0- 3- 0- 0- 0],[0- 0- 0- 1363200- 1363200- 1363200- 1478400- 0- 0- 2400000- 0- 0- 0],[0- 0- 0- 2- 2- 2- 2- 3],[0- 0- 0- 1363200- 1363200- 1363200- 1478400- 2400000],            85.57933287675009,2442.3342305093083,1.1897e+12,7.19335e-11,0,0
330300-1-2,[3- 3- 0- 3- 0- 0- 1- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 1804800- 0- 0- 652800- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 3- 0- 0- 1- 2],[1804800- 1804800- 0- 1804800- 0- 0- 652800- 1766400],            61.958674038002826,1818.127388977506,7.92941e+11,7.81378e-11,0,0
300303-0-0,[3- 0- 0- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0],[1804800- 0- 0- 1804800- 0- 1804800- 0- 0- 0- 0- 0- 0- 0],[3- 0- 0- 3- 0- 3- 0- 0],[1804800- 0- 0- 1804800- 0- 1804800- 0- 0],            41.90141554208418,1253.9379654720083,3.88241e+11,1.07926e-10,0,0
111000-1-0,[1- 1- 1- 0- 0- 0- 1- 0- 0- 0- 0- 0- 0],[576000- 576000- 576000- 0- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[1- 1- 1- 0- 0- 0- 1- 0],[576000- 576000- 576000- 0- 0- 0- 652800- 0],            30.617996362116138,923.6761273267246,2.96022e+11,1.03431e-10,0,0
002220-1-0,[0- 0- 2- 2- 2- 0- 1- 0- 0- 0- 0- 0- 0],[0- 0- 1363200- 1363200- 1363200- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 0- 2- 2- 2- 0- 1- 0],[0- 0- 1363200- 1363200- 1363200- 0- 652800- 0],            30.98063125088282,927.4108601649531,2.96427e+11,1.04514e-10,0,0
020022-1-0,[0- 2- 0- 0- 2- 2- 1- 0- 0- 0- 0- 0- 0],[0- 1363200- 0- 0- 1363200- 1363200- 652800- 0- 0- 0- 0- 0- 0],[0- 2- 0- 0- 2- 2- 1- 0],[0- 1363200- 0- 0- 1363200- 1363200- 652800- 0],            36.88800733705025,1105.1813788647646,4.67051e+11,7.89807e-11,0,0
020220-2-1,[0- 2- 0- 2- 2- 0- 2- 0- 0- 1- 0- 0- 0],[0- 1363200- 0- 1363200- 1363200- 0- 1478400- 0- 0- 806400- 0- 0- 0],[0- 2- 0- 2- 2- 0- 2- 1],[0- 1363200- 0- 1363200- 1363200- 0- 1478400- 806400],            53.671785048668475,1591.0759366118114,7.48193e+11,7.17352e-11,0,0
101101-3-0,[1- 0- 1- 1- 0- 1- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 576000- 0- 576000- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 1- 1- 0- 1- 3- 0],[576000- 0- 576000- 576000- 0- 576000- 2208000- 0],            58.81039857197384,1743.6992508605433,6.94511e+11,8.46789e-11,0,0
011000-2-2,[0- 1- 1- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[0- 576000- 576000- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[0- 1- 1- 0- 0- 0- 2- 2],[0- 576000- 576000- 0- 0- 0- 1478400- 1766400],            71.4589837097857,2063.7340061938808,9.75713e+11,7.32377e-11,0,0
010010-1-0,[0- 1- 0- 0- 1- 0- 1- 0- 0- 0- 0- 0- 0],[0- 576000- 0- 0- 576000- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 1- 0- 0- 1- 0- 1- 0],[0- 576000- 0- 0- 576000- 0- 652800- 0],            29.01647467870326,866.7906395733754,2.51789e+11,1.15241e-10,0,0
330003-3-2,[3- 3- 0- 0- 0- 3- 3- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 0- 0- 1804800- 2208000- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 0- 0- 3- 3- 2],[1804800- 1804800- 0- 0- 0- 1804800- 2208000- 1766400],            94.49408464421893,2687.493994451964,1.2742e+12,7.41595e-11,0,0
022222-3-3,[0- 2- 2- 2- 2- 2- 3- 0- 0- 3- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 2- 2- 2- 2- 2- 3- 3],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 2208000- 2400000],            92.57130206150522,2616.635418385763,1.36664e+12,6.77364e-11,0,0
202200-3-2,[2- 0- 2- 2- 0- 0- 3- 0- 0- 2- 0- 0- 0],[1363200- 0- 1363200- 1363200- 0- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[2- 0- 2- 2- 0- 0- 3- 2],[1363200- 0- 1363200- 1363200- 0- 0- 2208000- 1766400],            75.38525435820448,2186.581153806228,1.03789e+12,7.26332e-11,0,0
003303-2-2,[0- 0- 3- 3- 0- 3- 2- 0- 0- 2- 0- 0- 0],[0- 0- 1804800- 1804800- 0- 1804800- 1478400- 0- 0- 1766400- 0- 0- 0],[0- 0- 3- 3- 0- 3- 2- 2],[0- 0- 1804800- 1804800- 0- 1804800- 1478400- 1766400],            85.77330898403667,2448.3687025417635,1.2147e+12,7.06128e-11,0,0
