configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
000022-3-3,[0- 0- 0- 0- 2- 2- 3- 0- 0- 3- 0- 0- 0],[0- 0- 0- 0- 1363200- 1363200- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 0- 0- 0- 2- 2- 3- 3],[0- 0- 0- 0- 1363200- 1363200- 2208000- 2400000],            79.5806220896002,2296.1904732382263,9.75425e+11,8.15856e-11,0,0
033000-2-0,[0- 3- 3- 0- 0- 0- 2- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 0- 0- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 3- 3- 0- 0- 0- 2- 0],[0- 1804800- 1804800- 0- 0- 0- 1478400- 0],            43.85899784030102,1297.5809689898235,4.83016e+11,9.08024e-11,0,0
011100-1-1,[0- 1- 1- 1- 0- 0- 1- 0- 0- 1- 0- 0- 0],[0- 576000- 576000- 576000- 0- 0- 652800- 0- 0- 806400- 0- 0- 0],[0- 1- 1- 1- 0- 0- 1- 1],[0- 576000- 576000- 576000- 0- 0- 652800- 806400],            40.3948990870666,1185.0449633999585,5.11717e+11,7.89399e-11,0,0
033303-0-0,[0- 3- 3- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 1804800- 0- 1804800- 0- 0- 0- 0- 0- 0- 0],[0- 3- 3- 3- 0- 3- 0- 0],[0- 1804800- 1804800- 1804800- 0- 1804800- 0- 0],            51.680919654150905,1513.5534215192326,5.2381e+11,9.86635e-11,0,0
010100-3-0,[0- 1- 0- 1- 0- 0- 3- 0- 0- 0- 0- 0- 0],[0- 576000- 0- 576000- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[0- 1- 0- 1- 0- 0- 3- 0],[0- 576000- 0- 576000- 0- 0- 2208000- 0],            57.70074631354511,1696.270675984435,6.02868e+11,9.57104e-11,0,0
110000-2-0,[1- 1- 0- 0- 0- 0- 2- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 0- 0- 0- 1478400- 0- 0- 0- 0- 0- 0],[1- 1- 0- 0- 0- 0- 2- 0],[576000- 576000- 0- 0- 0- 0- 1478400- 0],            42.47266528928453,1261.0505022629595,4.8216e+11,8.80883e-11,0,0
101110-1-0,[1- 0- 1- 1- 1- 0- 1- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 576000- 576000- 0- 652800- 0- 0- 0- 0- 0- 0],[1- 0- 1- 1- 1- 0- 1- 0],[576000- 0- 576000- 576000- 576000- 0- 652800- 0],            33.06575864579996,992.2081863088819,3.39783e+11,9.73143e-11,0,0
100100-1-1,[1- 0- 0- 1- 0- 0- 1- 0- 0- 1- 0- 0- 0],[576000- 0- 0- 576000- 0- 0- 652800- 0- 0- 806400- 0- 0- 0],[1- 0- 0- 1- 0- 0- 1- 1],[576000- 0- 0- 576000- 0- 0- 652800- 806400],            38.48271275814499,1148.6603433157295,4.6891e+11,8.20684e-11,0,0
222220-2-2,[2- 2- 2- 2- 2- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 2- 2- 2- 2- 0- 2- 2],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 1478400- 1766400],            76.06186087808521,2183.777478154782,1.12225e+12,6.77762e-11,0,0
002022-3-0,[0- 0- 2- 0- 2- 2- 3- 0- 0- 0- 0- 0- 0],[0- 0- 1363200- 0- 1363200- 1363200- 2208000- 0- 0- 0- 0- 0- 0],[0- 0- 2- 0- 2- 2- 3- 0],[0- 0- 1363200- 0- 1363200- 1363200- 2208000- 0],            61.59240778326698,1807.2321551237203,7.915e+11,7.78173e-11,0,0
003030-1-1,[0- 0- 3- 0- 3- 0- 1- 0- 0- 1- 0- 0- 0],[0- 0- 1804800- 0- 1804800- 0- 652800- 0- 0- 806400- 0- 0- 0],[0- 0- 3- 0- 3- 0- 1- 1],[0- 0- 1804800- 0- 1804800- 0- 652800- 806400],            38.31727344984162,1149.5816092123982,4.57591e+11,8.37369e-11,0,0
033003-2-0,[0- 3- 3- 0- 0- 3- 2- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 0- 0- 1804800- 1478400- 0- 0- 0- 0- 0- 0],[0- 3- 3- 0- 0- 3- 2- 0],[0- 1804800- 1804800- 0- 0- 1804800- 1478400- 0],            62.72069654525214,1821.9945510211376,7.97305e+11,7.86659e-11,0,0
010111-1-1,[0- 1- 0- 1- 1- 1- 1- 0- 0- 1- 0- 0- 0],[0- 576000- 0- 576000- 576000- 576000- 652800- 0- 0- 806400- 0- 0- 0],[0- 1- 0- 1- 1- 1- 1- 1],[0- 576000- 0- 576000- 576000- 576000- 652800- 806400],            42.04621333129826,1237.5327713472516,5.61414e+11,7.48934e-11,0,0
303330-0-0,[3- 0- 3- 3- 3- 0- 0- 0- 0- 0- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 0- 0- 0- 0- 0- 0- 0],[3- 0- 3- 3- 3- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 0- 0],            27.414270971275005,836.0637237714592,1.6421e+11,1.66946e-10,0,0
010010-1-1,[0- 1- 0- 0- 1- 0- 1- 0- 0- 1- 0- 0- 0],[0- 576000- 0- 0- 576000- 0- 652800- 0- 0- 806400- 0- 0- 0],[0- 1- 0- 0- 1- 0- 1- 1],[0- 576000- 0- 0- 576000- 0- 652800- 806400],            38.33628258038769,1146.4253506390737,4.65592e+11,8.23388e-11,0,0
030300-2-2,[0- 3- 0- 3- 0- 0- 2- 0- 0- 2- 0- 0- 0],[0- 1804800- 0- 1804800- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[0- 3- 0- 3- 0- 0- 2- 2],[0- 1804800- 0- 1804800- 0- 0- 1478400- 1766400],            72.31426635370143,2087.3593400073655,9.73974e+11,7.42466e-11,0,0
033000-1-0,[0- 3- 3- 0- 0- 0- 1- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 0- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 3- 3- 0- 0- 0- 1- 0],[0- 1804800- 1804800- 0- 0- 0- 652800- 0],            30.84463223263372,919.0088923999328,2.48947e+11,1.239e-10,0,0
000110-3-1,[0- 0- 0- 1- 1- 0- 3- 0- 0- 1- 0- 0- 0],[0- 0- 0- 576000- 576000- 0- 2208000- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 1- 1- 0- 3- 1],[0- 0- 0- 576000- 576000- 0- 2208000- 806400],            74.34214040531062,2137.5958184001565,8.16637e+11,9.10345e-11,0,0
033330-2-3,[0- 3- 3- 3- 3- 0- 2- 0- 0- 3- 0- 0- 0],[0- 1804800- 1804800- 1804800- 1804800- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[0- 3- 3- 3- 3- 0- 2- 3],[0- 1804800- 1804800- 1804800- 1804800- 0- 1478400- 2400000],            89.40162859050163,2539.4755461209497,1.11539e+12,8.01528e-11,0,0
011011-3-2,[0- 1- 1- 0- 1- 1- 3- 0- 0- 2- 0- 0- 0],[0- 576000- 576000- 0- 576000- 576000- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 1- 1- 0- 1- 1- 3- 2],[0- 576000- 576000- 0- 576000- 576000- 2208000- 1766400],            82.79771486146721,2374.3250150968497,1.118e+12,7.40588e-11,0,0
020202-2-0,[0- 2- 0- 2- 0- 2- 2- 0- 0- 0- 0- 0- 0],[0- 1363200- 0- 1363200- 0- 1363200- 1478400- 0- 0- 0- 0- 0- 0],[0- 2- 0- 2- 0- 2- 2- 0],[0- 1363200- 0- 1363200- 0- 1363200- 1478400- 0],            51.82043413295036,1531.0354096718565,6.99019e+11,7.41331e-11,0,0
101011-1-0,[1- 0- 1- 0- 1- 1- 1- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 0- 576000- 576000- 652800- 0- 0- 0- 0- 0- 0],[1- 0- 1- 0- 1- 1- 1- 0],[576000- 0- 576000- 0- 576000- 576000- 652800- 0],            33.39150595873643,1012.8652746754652,3.41562e+11,9.77612e-11,0,0
303330-2-3,[3- 0- 3- 3- 3- 0- 2- 0- 0- 3- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[3- 0- 3- 3- 3- 0- 2- 3],[1804800- 0- 1804800- 1804800- 1804800- 0- 1478400- 2400000],            94.73104953565642,2682.671145870327,1.13658e+12,8.33475e-11,0,0
022220-2-2,[0- 2- 2- 2- 2- 0- 2- 0- 0- 2- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[0- 2- 2- 2- 2- 0- 2- 2],[0- 1363200- 1363200- 1363200- 1363200- 0- 1478400- 1766400],            76.30755632960373,2208.9824879556236,1.06722e+12,7.15012e-11,0,0
200022-1-0,[2- 0- 0- 0- 2- 2- 1- 0- 0- 0- 0- 0- 0],[1363200- 0- 0- 0- 1363200- 1363200- 652800- 0- 0- 0- 0- 0- 0],[2- 0- 0- 0- 2- 2- 1- 0],[1363200- 0- 0- 0- 1363200- 1363200- 652800- 0],            39.46922201479768,1184.616609216828,4.67309e+11,8.44607e-11,0,0
011000-2-0,[0- 1- 1- 0- 0- 0- 2- 0- 0- 0- 0- 0- 0],[0- 576000- 576000- 0- 0- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 1- 1- 0- 0- 0- 2- 0],[0- 576000- 576000- 0- 0- 0- 1478400- 0],            41.92258529337472,1256.2281606407057,4.77863e+11,8.77293e-11,0,0
020200-2-2,[0- 2- 0- 2- 0- 0- 2- 0- 0- 2- 0- 0- 0],[0- 1363200- 0- 1363200- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[0- 2- 0- 2- 0- 0- 2- 2],[0- 1363200- 0- 1363200- 0- 0- 1478400- 1766400],            72.91082650802181,2111.137774341237,9.7869e+11,7.44984e-11,0,0
001011-2-0,[0- 0- 1- 0- 1- 1- 2- 0- 0- 0- 0- 0- 0],[0- 0- 576000- 0- 576000- 576000- 1478400- 0- 0- 0- 0- 0- 0],[0- 0- 1- 0- 1- 1- 2- 0],[0- 0- 576000- 0- 576000- 576000- 1478400- 0],            44.48907436947681,1325.0303242417276,5.29344e+11,8.40457e-11,0,0
202000-1-2,[2- 0- 2- 0- 0- 0- 1- 0- 0- 2- 0- 0- 0],[1363200- 0- 1363200- 0- 0- 0- 652800- 0- 0- 1766400- 0- 0- 0],[2- 0- 2- 0- 0- 0- 1- 2],[1363200- 0- 1363200- 0- 0- 0- 652800- 1766400],            61.77677173928621,1809.0407330850458,7.44002e+11,8.30331e-11,0,0
200000-1-1,[2- 0- 0- 0- 0- 0- 1- 0- 0- 1- 0- 0- 0],[1363200- 0- 0- 0- 0- 0- 652800- 0- 0- 806400- 0- 0- 0],[2- 0- 0- 0- 0- 0- 1- 1],[1363200- 0- 0- 0- 0- 0- 652800- 806400],            37.46453250408571,1117.4175634484577,4.17293e+11,8.97799e-11,0,0
111010-2-0,[1- 1- 1- 0- 1- 0- 2- 0- 0- 0- 0- 0- 0],[576000- 576000- 576000- 0- 576000- 0- 1478400- 0- 0- 0- 0- 0- 0],[1- 1- 1- 0- 1- 0- 2- 0],[576000- 576000- 576000- 0- 576000- 0- 1478400- 0],            44.62557467187459,1324.8022417573466,5.76433e+11,7.74168e-11,0,0
020000-3-2,[0- 2- 0- 0- 0- 0- 3- 0- 0- 2- 0- 0- 0],[0- 1363200- 0- 0- 0- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 2- 0- 0- 0- 0- 3- 2],[0- 1363200- 0- 0- 0- 0- 2208000- 1766400],            85.8782938267127,2459.834024577101,1.0172e+12,8.44262e-11,0,0
022222-1-2,[0- 2- 2- 2- 2- 2- 1- 0- 0- 2- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 0- 0- 1766400- 0- 0- 0],[0- 2- 2- 2- 2- 2- 1- 2],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 1766400],            79.9871211726851,2302.0084451410116,1.17601e+12,6.80157e-11,0,0
333330-1-2,[3- 3- 3- 3- 3- 0- 1- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 652800- 0- 0- 1766400- 0- 0- 0],[3- 3- 3- 3- 3- 0- 1- 2],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 652800- 1766400],            66.54311678610547,1938.0362457270655,8.84567e+11,7.52268e-11,0,0
101111-1-1,[1- 0- 1- 1- 1- 1- 1- 0- 0- 1- 0- 0- 0],[576000- 0- 576000- 576000- 576000- 576000- 652800- 0- 0- 806400- 0- 0- 0],[1- 0- 1- 1- 1- 1- 1- 1],[576000- 0- 576000- 576000- 576000- 576000- 652800- 806400],            42.54593968589113,1267.2164081536612,6.10004e+11,6.9747e-11,0,0
300033-0-0,[3- 0- 0- 0- 3- 3- 0- 0- 0- 0- 0- 0- 0],[1804800- 0- 0- 0- 1804800- 1804800- 0- 0- 0- 0- 0- 0- 0],[3- 0- 0- 0- 3- 3- 0- 0],[1804800- 0- 0- 0- 1804800- 1804800- 0- 0],            43.98581744362714,1311.7029726912265,3.87933e+11,1.13385e-10,0,0
303330-1-1,[3- 0- 3- 3- 3- 0- 1- 0- 0- 1- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 652800- 0- 0- 806400- 0- 0- 0],[3- 0- 3- 3- 3- 0- 1- 1],[1804800- 0- 1804800- 1804800- 1804800- 0- 652800- 806400],            41.2112771905204,1225.3639049078472,5.54757e+11,7.42871e-11,0,0
220022-3-3,[2- 2- 0- 0- 2- 2- 3- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 0- 0- 1363200- 1363200- 2208000- 0- 0- 2400000- 0- 0- 0],[2- 2- 0- 0- 2- 2- 3- 3],[1363200- 1363200- 0- 0- 1363200- 1363200- 2208000- 2400000],            95.35824625251036,2700.5142701900163,1.25894e+12,7.57449e-11,0,0
003033-1-1,[0- 0- 3- 0- 3- 3- 1- 0- 0- 1- 0- 0- 0],[0- 0- 1804800- 0- 1804800- 1804800- 652800- 0- 0- 806400- 0- 0- 0],[0- 0- 3- 0- 3- 3- 1- 1],[0- 0- 1804800- 0- 1804800- 1804800- 652800- 806400],            58.999551683518746,1738.8805591889036,7.85495e+11,7.51113e-11,0,0
110101-3-0,[1- 1- 0- 1- 0- 1- 3- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 576000- 0- 576000- 2208000- 0- 0- 0- 0- 0- 0],[1- 1- 0- 1- 0- 1- 3- 0],[576000- 576000- 0- 576000- 0- 576000- 2208000- 0],            58.12337398418788,1714.5903764365826,6.83706e+11,8.50122e-11,0,0
011111-3-3,[0- 1- 1- 1- 1- 1- 3- 0- 0- 3- 0- 0- 0],[0- 576000- 576000- 576000- 576000- 576000- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 1- 1- 1- 1- 1- 3- 3],[0- 576000- 576000- 576000- 576000- 576000- 2208000- 2400000],            85.29350021391399,2441.214792039662,1.08089e+12,7.89104e-11,0,0
110001-3-1,[1- 1- 0- 0- 0- 1- 3- 0- 0- 1- 0- 0- 0],[576000- 576000- 0- 0- 0- 576000- 2208000- 0- 0- 806400- 0- 0- 0],[1- 1- 0- 0- 0- 1- 3- 1],[576000- 576000- 0- 0- 0- 576000- 2208000- 806400],            68.11268258859181,1964.404443059374,8.26039e+11,8.2457e-11,0,0
002200-1-3,[0- 0- 2- 2- 0- 0- 1- 0- 0- 3- 0- 0- 0],[0- 0- 1363200- 1363200- 0- 0- 652800- 0- 0- 2400000- 0- 0- 0],[0- 0- 2- 2- 0- 0- 1- 3],[0- 0- 1363200- 1363200- 0- 0- 652800- 2400000],            76.69149413315175,2207.4198477017826,8.16784e+11,9.38945e-11,0,0
010110-1-0,[0- 1- 0- 1- 1- 0- 1- 0- 0- 0- 0- 0- 0],[0- 576000- 0- 576000- 576000- 0- 652800- 0- 0- 0- 0- 0- 0],[0- 1- 0- 1- 1- 0- 1- 0],[0- 576000- 0- 576000- 576000- 0- 652800- 0],            32.02904675461461,969.9009626221573,2.96355e+11,1.08077e-10,0,0
330333-2-0,[3- 3- 0- 3- 3- 3- 2- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 1804800- 1478400- 0- 0- 0- 0- 0- 0],[3- 3- 0- 3- 3- 3- 2- 0],[1804800- 1804800- 0- 1804800- 1804800- 1804800- 1478400- 0],            77.38792641178887,2226.940382750933,1.07667e+12,7.18771e-11,0,0
202220-3-0,[2- 0- 2- 2- 2- 0- 3- 0- 0- 0- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 0- 2208000- 0- 0- 0- 0- 0- 0],[2- 0- 2- 2- 2- 0- 3- 0],[1363200- 0- 1363200- 1363200- 1363200- 0- 2208000- 0],            56.72728338180733,1657.9055359650044,6.66511e+11,8.51108e-11,0,0
003300-3-1,[0- 0- 3- 3- 0- 0- 3- 0- 0- 1- 0- 0- 0],[0- 0- 1804800- 1804800- 0- 0- 2208000- 0- 0- 806400- 0- 0- 0],[0- 0- 3- 3- 0- 0- 3- 1],[0- 0- 1804800- 1804800- 0- 0- 2208000- 806400],            68.68847048358467,1991.1523779082806,7.90155e+11,8.69304e-11,0,0
200222-1-3,[2- 0- 0- 2- 2- 2- 1- 0- 0- 3- 0- 0- 0],[1363200- 0- 0- 1363200- 1363200- 1363200- 652800- 0- 0- 2400000- 0- 0- 0],[2- 0- 0- 2- 2- 2- 1- 3],[1363200- 0- 0- 1363200- 1363200- 1363200- 652800- 2400000],            85.45268353263162,2438.2016691944923,1.10804e+12,7.71206e-11,0,0
330030-3-2,[3- 3- 0- 0- 3- 0- 3- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 0- 1804800- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 0- 3- 0- 3- 2],[1804800- 1804800- 0- 0- 1804800- 0- 2208000- 1766400],            79.44879111187178,2292.738991976701,1.05878e+12,7.50381e-11,0,0
111010-3-0,[1- 1- 1- 0- 1- 0- 3- 0- 0- 0- 0- 0- 0],[576000- 576000- 576000- 0- 576000- 0- 2208000- 0- 0- 0- 0- 0- 0],[1- 1- 1- 0- 1- 0- 3- 0],[576000- 576000- 576000- 0- 576000- 0- 2208000- 0],            53.41244164848047,1585.307201660291,6.49427e+11,8.22455e-11,0,0
