configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
110101-1-0,[1- 1- 0- 1- 0- 1- 1- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 576000- 0- 576000- 652800- 0- 0- 0- 0- 0- 0],[1- 1- 0- 1- 0- 1- 1- 0],[576000- 576000- 0- 576000- 0- 576000- 652800- 0],            32.51905730105663,973.5791658188721,3.41432e+11,9.52431e-11,0,0
011010-1-3,[0- 1- 1- 0- 1- 0- 1- 0- 0- 3- 0- 0- 0],[0- 576000- 576000- 0- 576000- 0- 652800- 0- 0- 2400000- 0- 0- 0],[0- 1- 1- 0- 1- 0- 1- 3],[0- 576000- 576000- 0- 576000- 0- 652800- 2400000],            68.32437278660214,2000.4801722245438,8.23818e+11,8.29362e-11,0,0
303330-1-2,[3- 0- 3- 3- 3- 0- 1- 0- 0- 2- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 652800- 0- 0- 1766400- 0- 0- 0],[3- 0- 3- 3- 3- 0- 1- 2],[1804800- 0- 1804800- 1804800- 1804800- 0- 652800- 1766400],            64.30775539783755,1879.227929721527,8.37673e+11,7.67695e-11,0,0
033033-2-0,[0- 3- 3- 0- 3- 3- 2- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 0- 1804800- 1804800- 1478400- 0- 0- 0- 0- 0- 0],[0- 3- 3- 0- 3- 3- 2- 0],[0- 1804800- 1804800- 0- 1804800- 1804800- 1478400- 0],            57.4797738276827,1690.0416105829963,8.32017e+11,6.90849e-11,0,0
333300-0-1,[3- 3- 3- 3- 0- 0- 0- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 0- 0- 0- 0- 0- 806400- 0- 0- 0],[3- 3- 3- 3- 0- 0- 0- 1],[1804800- 1804800- 1804800- 1804800- 0- 0- 0- 806400],            35.64181472293627,1052.3106189097434,3.88168e+11,9.18206e-11,0,0
111111-3-1,[1- 1- 1- 1- 1- 1- 3- 0- 0- 1- 0- 0- 0],[576000- 576000- 576000- 576000- 576000- 576000- 2208000- 0- 0- 806400- 0- 0- 0],[1- 1- 1- 1- 1- 1- 3- 1],[576000- 576000- 576000- 576000- 576000- 576000- 2208000- 806400],            67.49357382359369,1952.561427024718,9.30688e+11,7.25201e-11,0,0
110101-0-0,[1- 1- 0- 1- 0- 1- 0- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 576000- 0- 576000- 0- 0- 0- 0- 0- 0- 0],[1- 1- 0- 1- 0- 1- 0- 0],[576000- 576000- 0- 576000- 0- 576000- 0- 0],            26.332761918292903,801.3493268960704,1.63431e+11,1.61125e-10,0,0
003333-1-2,[0- 0- 3- 3- 3- 3- 1- 0- 0- 2- 0- 0- 0],[0- 0- 1804800- 1804800- 1804800- 1804800- 652800- 0- 0- 1766400- 0- 0- 0],[0- 0- 3- 3- 3- 3- 1- 2],[0- 0- 1804800- 1804800- 1804800- 1804800- 652800- 1766400],            81.48911064839487,2348.0020070618016,1.12072e+12,7.27114e-11,0,0
333333-2-1,[3- 3- 3- 3- 3- 3- 2- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 1478400- 0- 0- 806400- 0- 0- 0],[3- 3- 3- 3- 3- 3- 2- 1],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 1478400- 806400],            77.59635035177494,2238.7256277335914,1.23606e+12,6.27772e-11,0,0
333300-1-0,[3- 3- 3- 3- 0- 0- 1- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[3- 3- 3- 3- 0- 0- 1- 0],[1804800- 1804800- 1804800- 1804800- 0- 0- 652800- 0],            32.97385398783962,984.620933661414,3.41169e+11,9.66496e-11,0,0
220020-0-1,[2- 2- 0- 0- 2- 0- 0- 0- 0- 1- 0- 0- 0],[1363200- 1363200- 0- 0- 1363200- 0- 0- 0- 0- 806400- 0- 0- 0],[2- 2- 0- 0- 2- 0- 0- 1],[1363200- 1363200- 0- 0- 1363200- 0- 0- 806400],            33.23255472087933,1003.3164311926583,3.42698e+11,9.69733e-11,0,0
111111-1-2,[1- 1- 1- 1- 1- 1- 1- 0- 0- 2- 0- 0- 0],[576000- 576000- 576000- 576000- 576000- 576000- 652800- 0- 0- 1766400- 0- 0- 0],[1- 1- 1- 1- 1- 1- 1- 2],[576000- 576000- 576000- 576000- 576000- 576000- 652800- 1766400],            65.20383205963783,1890.6967217663155,9.19225e+11,7.09335e-11,0,0
101101-0-2,[1- 0- 1- 1- 0- 1- 0- 0- 0- 2- 0- 0- 0],[576000- 0- 576000- 576000- 0- 576000- 0- 0- 0- 1766400- 0- 0- 0],[1- 0- 1- 1- 0- 1- 0- 2],[576000- 0- 576000- 576000- 0- 576000- 0- 1766400],            55.14950525765903,1629.1382629613652,6.60101e+11,8.35471e-11,0,0
330330-2-3,[3- 3- 0- 3- 3- 0- 2- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[3- 3- 0- 3- 3- 0- 2- 3],[1804800- 1804800- 0- 1804800- 1804800- 0- 1478400- 2400000],            78.20736118066493,2268.5163756661814,1.07802e+12,7.25472e-11,0,0
333333-3-1,[3- 3- 3- 3- 3- 3- 3- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 2208000- 0- 0- 806400- 0- 0- 0],[3- 3- 3- 3- 3- 3- 3- 1],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 2208000- 806400],            75.13916289414331,2159.6383945729076,1.18755e+12,6.32724e-11,0,0
220220-0-0,[2- 2- 0- 2- 2- 0- 0- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0- 0],[2- 2- 0- 2- 2- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0],            26.274511449565598,800.2663162715285,1.63388e+11,1.60811e-10,0,0
110011-0-0,[1- 1- 0- 0- 1- 1- 0- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 0- 576000- 576000- 0- 0- 0- 0- 0- 0- 0],[1- 1- 0- 0- 1- 1- 0- 0],[576000- 576000- 0- 0- 576000- 576000- 0- 0],            27.241716653761866,811.7705678133253,1.63547e+11,1.66568e-10,0,0
011111-3-2,[0- 1- 1- 1- 1- 1- 3- 0- 0- 2- 0- 0- 0],[0- 576000- 576000- 576000- 576000- 576000- 2208000- 0- 0- 1766400- 0- 0- 0],[0- 1- 1- 1- 1- 1- 3- 2],[0- 576000- 576000- 576000- 576000- 576000- 2208000- 1766400],            82.98598382291387,2382.1206077546303,1.1744e+12,7.06625e-11,0,0
303333-3-1,[3- 0- 3- 3- 3- 3- 3- 0- 0- 1- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 1804800- 2208000- 0- 0- 806400- 0- 0- 0],[3- 0- 3- 3- 3- 3- 3- 1],[1804800- 0- 1804800- 1804800- 1804800- 1804800- 2208000- 806400],            75.96541207639095,2188.7486154642215,1.16463e+12,6.52271e-11,0,0
101111-3-0,[1- 0- 1- 1- 1- 1- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 576000- 576000- 576000- 576000- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 1- 1- 1- 1- 3- 0],[576000- 0- 576000- 576000- 576000- 576000- 2208000- 0],            53.93709917505446,1598.4194512271781,6.92323e+11,7.79074e-11,0,0
222222-2-3,[2- 2- 2- 2- 2- 2- 2- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 1478400- 0- 0- 2400000- 0- 0- 0],[2- 2- 2- 2- 2- 2- 2- 3],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 1478400- 2400000],            83.79533601234984,2404.795000345817,1.33007e+12,6.30007e-11,0,0
022222-0-3,[0- 2- 2- 2- 2- 2- 0- 0- 0- 3- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[0- 2- 2- 2- 2- 2- 0- 3],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 2400000],            70.58820126566067,2047.107519267197,9.9497e+11,7.09451e-11,0,0
303033-3-3,[3- 0- 3- 0- 3- 3- 3- 0- 0- 3- 0- 0- 0],[1804800- 0- 1804800- 0- 1804800- 1804800- 2208000- 0- 0- 2400000- 0- 0- 0],[3- 0- 3- 0- 3- 3- 3- 3],[1804800- 0- 1804800- 0- 1804800- 1804800- 2208000- 2400000],            75.15771108741323,2175.570690091719,1.12179e+12,6.6998e-11,0,0
333033-0-2,[3- 3- 3- 0- 3- 3- 0- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 1804800- 0- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0],[3- 3- 3- 0- 3- 3- 0- 2],[1804800- 1804800- 1804800- 0- 1804800- 1804800- 0- 1766400],            70.47402905804368,2036.1749655439983,9.89833e+11,7.11979e-11,0,0
022222-0-0,[0- 2- 2- 2- 2- 2- 0- 0- 0- 0- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0],[0- 2- 2- 2- 2- 2- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 0],            39.76219318534942,1176.4591604921586,4.89762e+11,8.11868e-11,0,0
100101-1-3,[1- 0- 0- 1- 0- 1- 1- 0- 0- 3- 0- 0- 0],[576000- 0- 0- 576000- 0- 576000- 652800- 0- 0- 2400000- 0- 0- 0],[1- 0- 0- 1- 0- 1- 1- 3],[576000- 0- 0- 576000- 0- 576000- 652800- 2400000],            69.54756184550816,2013.874264556927,8.21895e+11,8.46185e-11,0,0
