configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,phone power,workload,energy by workload,really tested configurations,generic format,exact frequency,google pixel format,exact frequencies,
102301-2-2,[1- 0- 2- 3- 0- 1- 2- 0- 0- 2- 0- 0- 0],[576000- 0- 1363200- 1804800- 0- 576000- 0- 0- 0- 1766400- 0- 0- 0],[1- 0- 2- 3- 0- 1- 2- 2], [576000- 0- 1363200- 1804800- 0- 576000- 1478400- 1766400], 75.19043109374802,  2166.3009414858093, 1.06719e+12, 7.04565e-11, 101101-2-2, [1- 0- 1- 1- 0- 1- 2- 0- 0- 2- 0- 0- 0],[576000- 0- 576000- 576000- 0- 576000- 0- 0- 0- 1766400- 0- 0- 0], [1- 0- 1- 1- 0- 1- 2- 2], [576000- 0- 576000- 576000- 0- 576000- 1478400- 1766400] 
001230-3-2,[0- 0- 1- 2- 3- 0- 3- 0- 0- 2- 0- 0- 0],[0- 0- 576000- 1363200- 1804800- 0- 0- 0- 0- 1766400- 0- 0- 0],[0- 0- 1- 2- 3- 0- 3- 2], [0- 0- 576000- 1363200- 1804800- 0- 2208000- 1766400], 75.87039020058079,  2180.995022492055, 1.03976e+12, 7.29691e-11, 003330-3-2, [0- 0- 3- 3- 3- 0- 3- 0- 0- 2- 0- 0- 0],[0- 0- 1804800- 1804800- 1804800- 0- 0- 0- 0- 1766400- 0- 0- 0], [0- 0- 3- 3- 3- 0- 3- 2], [0- 0- 1804800- 1804800- 1804800- 0- 2208000- 1766400] 
310202-3-2,[3- 1- 0- 2- 0- 2- 3- 0- 0- 2- 0- 0- 0],[1804800- 576000- 0- 1363200- 0- 1363200- 0- 0- 0- 1766400- 0- 0- 0],[3- 1- 0- 2- 0- 2- 3- 2], [1804800- 576000- 0- 1363200- 0- 1363200- 2208000- 1766400], 88.45960297015073,  2519.9607643853983, 1.32176e+12, 6.69256e-11, 220202-3-2, [2- 2- 0- 2- 0- 2- 3- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 1363200- 0- 1363200- 0- 0- 0- 1766400- 0- 0- 0], [2- 2- 0- 2- 0- 2- 3- 2], [1363200- 1363200- 0- 1363200- 0- 1363200- 2208000- 1766400] 
303220-2-3,[3- 0- 3- 2- 2- 0- 2- 0- 0- 3- 0- 0- 0],[1804800- 0- 1804800- 1363200- 1363200- 0- 0- 0- 0- 2400000- 0- 0- 0],[3- 0- 3- 2- 2- 0- 2- 3], [1804800- 0- 1804800- 1363200- 1363200- 0- 1478400- 2400000], 77.17119209715501,  2198.557581807831, 1.07301e+12, 7.19203e-11, 202220-2-3, [2- 0- 2- 2- 2- 0- 2- 0- 0- 3- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 0- 0- 0- 0- 2400000- 0- 0- 0], [2- 0- 2- 2- 2- 0- 2- 3], [1363200- 0- 1363200- 1363200- 1363200- 0- 1478400- 2400000] 
121030-0-2,[1- 2- 1- 0- 3- 0- 0- 0- 0- 2- 0- 0- 0],[576000- 1363200- 576000- 0- 1804800- 0- 0- 0- 0- 1766400- 0- 0- 0],[1- 2- 1- 0- 3- 0- 0- 2], [576000- 1363200- 576000- 0- 1804800- 0- 0- 1766400], 55.19798222953497,  1613.7206259144855, 6.601e+11, 8.36206e-11, 333030-0-2, [3- 3- 3- 0- 3- 0- 0- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 1804800- 0- 1804800- 0- 0- 0- 0- 1766400- 0- 0- 0], [3- 3- 3- 0- 3- 0- 0- 2], [1804800- 1804800- 1804800- 0- 1804800- 0- 0- 1766400] 
302330-3-0,[3- 0- 2- 3- 3- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 0- 1363200- 1804800- 1804800- 0- 0- 0- 0- 0- 0- 0- 0],[3- 0- 2- 3- 3- 0- 3- 0], [1804800- 0- 1363200- 1804800- 1804800- 0- 2208000- 0], 52.15820338037457,  1515.5614069534859, 6.47919e+11, 8.05011e-11, 303330-3-0, [3- 0- 3- 3- 3- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 0- 0- 0- 0- 0- 0- 0], [3- 0- 3- 3- 3- 0- 3- 0], [1804800- 0- 1804800- 1804800- 1804800- 0- 2208000- 0] 
203222-0-3,[2- 0- 3- 2- 2- 2- 0- 0- 0- 3- 0- 0- 0],[1363200- 0- 1804800- 1363200- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[2- 0- 3- 2- 2- 2- 0- 3], [1363200- 0- 1804800- 1363200- 1363200- 1363200- 0- 2400000], 78.94530881409207,  2244.84750483422, 1.04559e+12, 7.55031e-11, 202222-0-3, [2- 0- 2- 2- 2- 2- 0- 0- 0- 3- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0], [2- 0- 2- 2- 2- 2- 0- 3], [1363200- 0- 1363200- 1363200- 1363200- 1363200- 0- 2400000] 
030333-2-3,[0- 3- 0- 3- 3- 3- 2- 0- 0- 3- 0- 0- 0],[0- 1804800- 0- 1804800- 1804800- 1804800- 0- 0- 0- 2400000- 0- 0- 0],[0- 3- 0- 3- 3- 3- 2- 3], [0- 1804800- 0- 1804800- 1804800- 1804800- 1478400- 2400000], 91.76824551852016,  2612.3863086741226, 1.33053e+12, 6.89712e-11, 030333-2-3, [0- 3- 0- 3- 3- 3- 2- 0- 0- 3- 0- 0- 0],[0- 1804800- 0- 1804800- 1804800- 1804800- 0- 0- 0- 2400000- 0- 0- 0], [0- 3- 0- 3- 3- 3- 2- 3], [0- 1804800- 0- 1804800- 1804800- 1804800- 1478400- 2400000] 
013202-2-0,[0- 1- 3- 2- 0- 2- 2- 0- 0- 0- 0- 0- 0],[0- 576000- 1804800- 1363200- 0- 1363200- 0- 0- 0- 0- 0- 0- 0],[0- 1- 3- 2- 0- 2- 2- 0], [0- 576000- 1804800- 1363200- 0- 1363200- 1478400- 0], 54.087718626572986,  1592.5859626096321, 8.04762e+11, 6.72096e-11, 022202-2-0, [0- 2- 2- 2- 0- 2- 2- 0- 0- 0- 0- 0- 0],[0- 1363200- 1363200- 1363200- 0- 1363200- 0- 0- 0- 0- 0- 0- 0], [0- 2- 2- 2- 0- 2- 2- 0], [0- 1363200- 1363200- 1363200- 0- 1363200- 1478400- 0] 
231010-2-0,[2- 3- 1- 0- 1- 0- 2- 0- 0- 0- 0- 0- 0],[1363200- 1804800- 576000- 0- 576000- 0- 0- 0- 0- 0- 0- 0- 0],[2- 3- 1- 0- 1- 0- 2- 0], [1363200- 1804800- 576000- 0- 576000- 0- 1478400- 0], 43.78047104305274,  1286.731089756999, 5.77217e+11, 7.58475e-11, 111010-2-0, [1- 1- 1- 0- 1- 0- 2- 0- 0- 0- 0- 0- 0],[576000- 576000- 576000- 0- 576000- 0- 0- 0- 0- 0- 0- 0- 0], [1- 1- 1- 0- 1- 0- 2- 0], [576000- 576000- 576000- 0- 576000- 0- 1478400- 0] 
212133-1-2,[2- 1- 2- 1- 3- 3- 1- 0- 0- 2- 0- 0- 0],[1363200- 576000- 1363200- 576000- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0],[2- 1- 2- 1- 3- 3- 1- 2], [1363200- 576000- 1363200- 576000- 1804800- 1804800- 652800- 1766400], 91.83877298181203,  2607.9797996590523, 1.33311e+12, 6.88906e-11, 333333-1-2, [3- 3- 3- 3- 3- 3- 1- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0], [3- 3- 3- 3- 3- 3- 1- 2], [1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 652800- 1766400] 
222211-2-1,[2- 2- 2- 2- 1- 1- 2- 0- 0- 1- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 576000- 576000- 0- 0- 0- 806400- 0- 0- 0],[2- 2- 2- 2- 1- 1- 2- 1], [1363200- 1363200- 1363200- 1363200- 576000- 576000- 1478400- 806400], 58.45814541687684,  1716.200052442355, 8.85553e+11, 6.60132e-11, 111111-2-1, [1- 1- 1- 1- 1- 1- 2- 0- 0- 1- 0- 0- 0],[576000- 576000- 576000- 576000- 576000- 576000- 0- 0- 0- 806400- 0- 0- 0], [1- 1- 1- 1- 1- 1- 2- 1], [576000- 576000- 576000- 576000- 576000- 576000- 1478400- 806400] 
121120-0-3,[1- 2- 1- 1- 2- 0- 0- 0- 0- 3- 0- 0- 0],[576000- 1363200- 576000- 576000- 1363200- 0- 0- 0- 0- 2400000- 0- 0- 0],[1- 2- 1- 1- 2- 0- 0- 3], [576000- 1363200- 576000- 576000- 1363200- 0- 0- 2400000], 67.53882894703122,  1944.561437889761, 7.80986e+11, 8.64789e-11, 222220-0-3, [2- 2- 2- 2- 2- 0- 0- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0- 2400000- 0- 0- 0], [2- 2- 2- 2- 2- 0- 0- 3], [1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 2400000] 
000300-0-0,[0- 0- 0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 0],[0- 0- 0- 1804800- 0- 0- 0- 0- 0- 0- 0- 0- 0],[0- 0- 0- 3- 0- 0- 0- 0], [0- 0- 0- 1804800- 0- 0- 0- 0], 22.60411372898465,  679.1110430942529, 3.66153e+10, 6.17341e-10, 000300-0-0, [0- 0- 0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 0],[0- 0- 0- 1804800- 0- 0- 0- 0- 0- 0- 0- 0- 0], [0- 0- 0- 3- 0- 0- 0- 0], [0- 0- 0- 1804800- 0- 0- 0- 0] 
113312-3-2,[1- 1- 3- 3- 1- 2- 3- 0- 0- 2- 0- 0- 0],[576000- 576000- 1804800- 1804800- 576000- 1363200- 0- 0- 0- 1766400- 0- 0- 0],[1- 1- 3- 3- 1- 2- 3- 2], [576000- 576000- 1804800- 1804800- 576000- 1363200- 2208000- 1766400], 102.00341241380069,  2864.9448602637785, 1.55326e+12, 6.56705e-11, 222222-3-2, [2- 2- 2- 2- 2- 2- 3- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 1766400- 0- 0- 0], [2- 2- 2- 2- 2- 2- 3- 2], [1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 2208000- 1766400] 
312300-3-0,[3- 1- 2- 3- 0- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 576000- 1363200- 1804800- 0- 0- 0- 0- 0- 0- 0- 0- 0],[3- 1- 2- 3- 0- 0- 3- 0], [1804800- 576000- 1363200- 1804800- 0- 0- 2208000- 0], 51.080839551389985,  1510.2040605161847, 6.49449e+11, 7.86526e-11, 333300-3-0, [3- 3- 3- 3- 0- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 0- 0- 0- 0- 0- 0- 0- 0- 0], [3- 3- 3- 3- 0- 0- 3- 0], [1804800- 1804800- 1804800- 1804800- 0- 0- 2208000- 0] 
220011-3-2,[2- 2- 0- 0- 1- 1- 3- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 0- 576000- 576000- 0- 0- 0- 1766400- 0- 0- 0],[2- 2- 0- 0- 1- 1- 3- 2], [1363200- 1363200- 0- 0- 576000- 576000- 2208000- 1766400], 81.77773921998886,  2343.464400739667, 1.12138e+12, 7.2926e-11, 110011-3-2, [1- 1- 0- 0- 1- 1- 3- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 0- 576000- 576000- 0- 0- 0- 1766400- 0- 0- 0], [1- 1- 0- 0- 1- 1- 3- 2], [576000- 576000- 0- 0- 576000- 576000- 2208000- 1766400] 
321021-2-1,[3- 2- 1- 0- 2- 1- 2- 0- 0- 1- 0- 0- 0],[1804800- 1363200- 576000- 0- 1363200- 576000- 0- 0- 0- 806400- 0- 0- 0],[3- 2- 1- 0- 2- 1- 2- 1], [1804800- 1363200- 576000- 0- 1363200- 576000- 1478400- 806400], 58.70580259207987,  1708.2089190120182, 8.33883e+11, 7.04005e-11, 111011-2-1, [1- 1- 1- 0- 1- 1- 2- 0- 0- 1- 0- 0- 0],[576000- 576000- 576000- 0- 576000- 576000- 0- 0- 0- 806400- 0- 0- 0], [1- 1- 1- 0- 1- 1- 2- 1], [576000- 576000- 576000- 0- 576000- 576000- 1478400- 806400] 
202302-2-3,[2- 0- 2- 3- 0- 2- 2- 0- 0- 3- 0- 0- 0],[1363200- 0- 1363200- 1804800- 0- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[2- 0- 2- 3- 0- 2- 2- 3], [1363200- 0- 1363200- 1804800- 0- 1363200- 1478400- 2400000], 93.11184671772176,  2639.767634968368, 1.33045e+12, 6.99852e-11, 202202-2-3, [2- 0- 2- 2- 0- 2- 2- 0- 0- 3- 0- 0- 0],[1363200- 0- 1363200- 1363200- 0- 1363200- 0- 0- 0- 2400000- 0- 0- 0], [2- 0- 2- 2- 0- 2- 2- 3], [1363200- 0- 1363200- 1363200- 0- 1363200- 1478400- 2400000] 
121103-1-2,[1- 2- 1- 1- 0- 3- 1- 0- 0- 2- 0- 0- 0],[576000- 1363200- 576000- 576000- 0- 1804800- 0- 0- 0- 1766400- 0- 0- 0],[1- 2- 1- 1- 0- 3- 1- 2], [576000- 1363200- 576000- 576000- 0- 1804800- 652800- 1766400], 83.8645825370609,  2396.0510313955438, 1.20728e+12, 6.94657e-11, 333303-1-2, [3- 3- 3- 3- 0- 3- 1- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 0- 1804800- 0- 0- 0- 1766400- 0- 0- 0], [3- 3- 3- 3- 0- 3- 1- 2], [1804800- 1804800- 1804800- 1804800- 0- 1804800- 652800- 1766400] 
101132-2-3,[1- 0- 1- 1- 3- 2- 2- 0- 0- 3- 0- 0- 0],[576000- 0- 576000- 576000- 1804800- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[1- 0- 1- 1- 3- 2- 2- 3], [576000- 0- 576000- 576000- 1804800- 1363200- 1478400- 2400000], 92.69644842655524,  2633.1224287238365, 1.39364e+12, 6.65139e-11, 202222-2-3, [2- 0- 2- 2- 2- 2- 2- 0- 0- 3- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0], [2- 0- 2- 2- 2- 2- 2- 3], [1363200- 0- 1363200- 1363200- 1363200- 1363200- 1478400- 2400000] 
200033-3-2,[2- 0- 0- 0- 3- 3- 3- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 0- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 0- 3- 3- 3- 2], [1363200- 0- 0- 0- 1804800- 1804800- 2208000- 1766400], 85.35681971478988,  2429.1003986209003, 1.21017e+12, 7.05329e-11, 300033-3-2, [3- 0- 0- 0- 3- 3- 3- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0], [3- 0- 0- 0- 3- 3- 3- 2], [1804800- 0- 0- 0- 1804800- 1804800- 2208000- 1766400] 
210113-2-2,[2- 1- 0- 1- 1- 3- 2- 0- 0- 2- 0- 0- 0],[1363200- 576000- 0- 576000- 576000- 1804800- 0- 0- 0- 1766400- 0- 0- 0],[2- 1- 0- 1- 1- 3- 2- 2], [1363200- 576000- 0- 576000- 576000- 1804800- 1478400- 1766400], 89.99138924115384,  2564.869575943028, 1.37492e+12, 6.54521e-11, 330333-2-2, [3- 3- 0- 3- 3- 3- 2- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0], [3- 3- 0- 3- 3- 3- 2- 2], [1804800- 1804800- 0- 1804800- 1804800- 1804800- 1478400- 1766400] 
130312-0-1,[1- 3- 0- 3- 1- 2- 0- 0- 0- 1- 0- 0- 0],[576000- 1804800- 0- 1804800- 576000- 1363200- 0- 0- 0- 806400- 0- 0- 0],[1- 3- 0- 3- 1- 2- 0- 1], [576000- 1804800- 0- 1804800- 576000- 1363200- 0- 806400], 48.32825169162293,  1425.7327363475645, 7.18865e+11, 6.72286e-11, 220222-0-1, [2- 2- 0- 2- 2- 2- 0- 0- 0- 1- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 0- 0- 0- 806400- 0- 0- 0], [2- 2- 0- 2- 2- 2- 0- 1], [1363200- 1363200- 0- 1363200- 1363200- 1363200- 0- 806400] 
012123-0-3,[0- 1- 2- 1- 2- 3- 0- 0- 0- 3- 0- 0- 0],[0- 576000- 1363200- 576000- 1363200- 1804800- 0- 0- 0- 2400000- 0- 0- 0],[0- 1- 2- 1- 2- 3- 0- 3], [0- 576000- 1363200- 576000- 1363200- 1804800- 0- 2400000], 80.89218696331669,  2321.083925425535, 1.07427e+12, 7.52997e-11, 033333-0-3, [0- 3- 3- 3- 3- 3- 0- 0- 0- 3- 0- 0- 0],[0- 1804800- 1804800- 1804800- 1804800- 1804800- 0- 0- 0- 2400000- 0- 0- 0], [0- 3- 3- 3- 3- 3- 0- 3], [0- 1804800- 1804800- 1804800- 1804800- 1804800- 0- 2400000] 
310210-0-3,[3- 1- 0- 2- 1- 0- 0- 0- 0- 3- 0- 0- 0],[1804800- 576000- 0- 1363200- 576000- 0- 0- 0- 0- 2400000- 0- 0- 0],[3- 1- 0- 2- 1- 0- 0- 3], [1804800- 576000- 0- 1363200- 576000- 0- 0- 2400000], 64.13091227501518,  1872.7830454111913, 7.25232e+11, 8.84281e-11, 110110-0-3, [1- 1- 0- 1- 1- 0- 0- 0- 0- 3- 0- 0- 0],[576000- 576000- 0- 576000- 576000- 0- 0- 0- 0- 2400000- 0- 0- 0], [1- 1- 0- 1- 1- 0- 0- 3], [576000- 576000- 0- 576000- 576000- 0- 0- 2400000] 
330001-0-2,[3- 3- 0- 0- 0- 1- 0- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 0- 0- 576000- 0- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 0- 0- 1- 0- 2], [1804800- 1804800- 0- 0- 0- 576000- 0- 1766400], 52.516287756608044,  1543.2806854554312, 6.05687e+11, 8.67053e-11, 110001-0-2, [1- 1- 0- 0- 0- 1- 0- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 0- 0- 576000- 0- 0- 0- 1766400- 0- 0- 0], [1- 1- 0- 0- 0- 1- 0- 2], [576000- 576000- 0- 0- 0- 576000- 0- 1766400] 
311032-2-3,[3- 1- 1- 0- 3- 2- 2- 0- 0- 3- 0- 0- 0],[1804800- 576000- 576000- 0- 1804800- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[3- 1- 1- 0- 3- 2- 2- 3], [1804800- 576000- 576000- 0- 1804800- 1363200- 1478400- 2400000], 98.33180383203538,  2767.1224126942016, 1.44111e+12, 6.82334e-11, 222022-2-3, [2- 2- 2- 0- 2- 2- 2- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0], [2- 2- 2- 0- 2- 2- 2- 3], [1363200- 1363200- 1363200- 0- 1363200- 1363200- 1478400- 2400000] 
213101-1-1,[2- 1- 3- 1- 0- 1- 1- 0- 0- 1- 0- 0- 0],[1363200- 576000- 1804800- 576000- 0- 576000- 0- 0- 0- 806400- 0- 0- 0],[2- 1- 3- 1- 0- 1- 1- 1], [1363200- 576000- 1804800- 576000- 0- 576000- 652800- 806400], 41.43583708148781,  1233.2895962035154, 6.14221e+11, 6.74608e-11, 111101-1-1, [1- 1- 1- 1- 0- 1- 1- 0- 0- 1- 0- 0- 0],[576000- 576000- 576000- 576000- 0- 576000- 0- 0- 0- 806400- 0- 0- 0], [1- 1- 1- 1- 0- 1- 1- 1], [576000- 576000- 576000- 576000- 0- 576000- 652800- 806400] 
012012-1-3,[0- 1- 2- 0- 1- 2- 1- 0- 0- 3- 0- 0- 0],[0- 576000- 1363200- 0- 576000- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[0- 1- 2- 0- 1- 2- 1- 3], [0- 576000- 1363200- 0- 576000- 1363200- 652800- 2400000], 86.69594291794053,  2469.5466978893223, 1.12509e+12, 7.70569e-11, 022022-1-3, [0- 2- 2- 0- 2- 2- 1- 0- 0- 3- 0- 0- 0],[0- 1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0], [0- 2- 2- 0- 2- 2- 1- 3], [0- 1363200- 1363200- 0- 1363200- 1363200- 652800- 2400000] 
