configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,phone power,workload,energy by workload,starting cc_info,ending cc_info
101000-2-2,[1- 0- 1- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[576000- 0- 576000- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 0- 1- 0- 0- 0- 2- 2],[576000- 0- 576000- 0- 0- 0- 1478400- 1766400],70.87019823828456,2048.0676987469533,1.16559e+12,6.0802e-11,0,0
101000-2-2,[1- 0- 1- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[576000- 0- 576000- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 0- 1- 0- 0- 0- 2- 2],[576000- 0- 576000- 0- 0- 0- 1478400- 1766400],70.66304539864001,2036.9589181838337,1.15984e+12,6.09248e-11,0,0
110000-2-2,[1- 1- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 1- 0- 0- 0- 0- 2- 2],[576000- 576000- 0- 0- 0- 0- 1478400- 1766400],70.11291945420209,2039.9408493051626,1.16528e+12,6.01683e-11,0,0
110000-2-2,[1- 1- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 1- 0- 0- 0- 0- 2- 2],[576000- 576000- 0- 0- 0- 0- 1478400- 1766400],70.4747458234224,2042.5764384831075,1.16484e+12,6.05017e-11,0,0
110000-2-2,[1- 1- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[1- 1- 0- 0- 0- 0- 2- 2],[576000- 576000- 0- 0- 0- 0- 1478400- 1766400],70.35766711410953,2044.605286313954,1.16654e+12,6.03131e-11,0,0
200002-2-2,[2- 0- 0- 0- 0- 2- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 0- 0- 1363200- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 0- 0- 2- 2- 2],[1363200- 0- 0- 0- 0- 1363200- 1478400- 1766400],77.96541094759694,2241.7006169502456,1.30714e+12,5.96458e-11,0,0
200002-2-2,[2- 0- 0- 0- 0- 2- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 0- 0- 1363200- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 0- 0- 2- 2- 2],[1363200- 0- 0- 0- 0- 1363200- 1478400- 1766400],76.2023086156267,2205.8238875067054,1.3037e+12,5.84508e-11,0,0
200002-2-2,[2- 0- 0- 0- 0- 2- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 0- 0- 1363200- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 0- 0- 2- 2- 2],[1363200- 0- 0- 0- 0- 1363200- 1478400- 1766400],76.33647794504182,2209.8674964349125,1.30028e+12,5.87077e-11,0,0
200020-2-2,[2- 0- 0- 0- 2- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 0- 1363200- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 0- 2- 0- 2- 2],[1363200- 0- 0- 0- 1363200- 0- 1478400- 1766400],71.64787072655308,2068.1208423500893,1.1655e+12,6.14739e-11,0,0
200020-2-2,[2- 0- 0- 0- 2- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 0- 1363200- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 0- 2- 0- 2- 2],[1363200- 0- 0- 0- 1363200- 0- 1478400- 1766400],70.59299246340379,2045.8237679247684,1.16159e+12,6.07727e-11,0,0
200020-2-2,[2- 0- 0- 0- 2- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 0- 1363200- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 0- 2- 0- 2- 2],[1363200- 0- 0- 0- 1363200- 0- 1478400- 1766400],70.62997330800367,2049.0452915045375,1.1623e+12,6.07674e-11,0,0
200200-2-2,[2- 0- 0- 2- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 1363200- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 2- 0- 0- 2- 2],[1363200- 0- 0- 1363200- 0- 0- 1478400- 1766400],71.59418143367965,2072.612065766956,1.1596e+12,6.17404e-11,0,0
200200-2-2,[2- 0- 0- 2- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 1363200- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 2- 0- 0- 2- 2],[1363200- 0- 0- 1363200- 0- 0- 1478400- 1766400],70.63924455966055,2044.390496935238,1.16729e+12,6.05156e-11,0,0
200200-2-2,[2- 0- 0- 2- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 0- 1363200- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 0- 2- 0- 0- 2- 2],[1363200- 0- 0- 1363200- 0- 0- 1478400- 1766400],70.53403938823975,2036.4875102013627,1.16602e+12,6.04913e-11,0,0
202000-2-2,[2- 0- 2- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 1363200- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 2- 0- 0- 0- 2- 2],[1363200- 0- 1363200- 0- 0- 0- 1478400- 1766400],71.49423895337264,2067.3332738680415,1.16766e+12,6.12286e-11,0,0
202000-2-2,[2- 0- 2- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 1363200- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 2- 0- 0- 0- 2- 2],[1363200- 0- 1363200- 0- 0- 0- 1478400- 1766400],70.60359391424801,2039.7950003512576,1.16196e+12,6.07625e-11,0,0
202000-2-2,[2- 0- 2- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 0- 1363200- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 0- 2- 0- 0- 0- 2- 2],[1363200- 0- 1363200- 0- 0- 0- 1478400- 1766400],70.52715331333978,2041.9087895449654,1.16666e+12,6.04522e-11,0,0
220000-2-2,[2- 2- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 2- 0- 0- 0- 0- 2- 2],[1363200- 1363200- 0- 0- 0- 0- 1478400- 1766400],71.18060224267974,2055.878949962645,1.1649e+12,6.11045e-11,0,0
220000-2-2,[2- 2- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 2- 0- 0- 0- 0- 2- 2],[1363200- 1363200- 0- 0- 0- 0- 1478400- 1766400],70.32392311813075,2043.2558518515564,1.1648e+12,6.03742e-11,0,0
220000-2-2,[2- 2- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[2- 2- 0- 0- 0- 0- 2- 2],[1363200- 1363200- 0- 0- 0- 0- 1478400- 1766400],70.05135389771442,2041.985457529188,1.16536e+12,6.01113e-11,0,0
300003-2-2,[3- 0- 0- 0- 0- 3- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 0- 1804800- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 0- 3- 2- 2],[1804800- 0- 0- 0- 0- 1804800- 1478400- 1766400],86.59637719434818,2465.3920553203334,1.37849e+12,6.28197e-11,0,0
300003-2-2,[3- 0- 0- 0- 0- 3- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 0- 1804800- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 0- 3- 2- 2],[1804800- 0- 0- 0- 0- 1804800- 1478400- 1766400],87.6265526980771,2488.241950885876,1.38083e+12,6.34593e-11,0,0
300003-2-2,[3- 0- 0- 0- 0- 3- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 0- 1804800- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 0- 3- 2- 2],[1804800- 0- 0- 0- 0- 1804800- 1478400- 1766400],87.08870790047656,2482.78103690326,1.38693e+12,6.27924e-11,0,0
300030-2-2,[3- 0- 0- 0- 3- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 1804800- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 3- 0- 2- 2],[1804800- 0- 0- 0- 1804800- 0- 1478400- 1766400],70.45738299722346,2048.4362673134306,1.16052e+12,6.07119e-11,0,0
300030-2-2,[3- 0- 0- 0- 3- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 1804800- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 3- 0- 2- 2],[1804800- 0- 0- 0- 1804800- 0- 1478400- 1766400],71.52806365064377,2067.1708190595846,1.16605e+12,6.13422e-11,0,0
300030-2-2,[3- 0- 0- 0- 3- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 0- 1804800- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 0- 3- 0- 2- 2],[1804800- 0- 0- 0- 1804800- 0- 1478400- 1766400],70.36461641518005,2034.3834686908758,1.15538e+12,6.09017e-11,0,0
300300-2-2,[3- 0- 0- 3- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 1804800- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 3- 0- 0- 2- 2],[1804800- 0- 0- 1804800- 0- 0- 1478400- 1766400],70.54538704058632,2043.532655655454,1.16631e+12,6.0486e-11,0,0
300300-2-2,[3- 0- 0- 3- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 1804800- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 3- 0- 0- 2- 2],[1804800- 0- 0- 1804800- 0- 0- 1478400- 1766400],71.57822660827733,2065.543430131354,1.16213e+12,6.15923e-11,0,0
300300-2-2,[3- 0- 0- 3- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 0- 1804800- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 0- 3- 0- 0- 2- 2],[1804800- 0- 0- 1804800- 0- 0- 1478400- 1766400],70.7170408596214,2041.7395112120066,1.1624e+12,6.08371e-11,0,0
303000-2-2,[3- 0- 3- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 1804800- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 3- 0- 0- 0- 2- 2],[1804800- 0- 1804800- 0- 0- 0- 1478400- 1766400],70.12091351608217,2035.687582112515,1.15985e+12,6.04569e-11,0,0
303000-2-2,[3- 0- 3- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 1804800- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 3- 0- 0- 0- 2- 2],[1804800- 0- 1804800- 0- 0- 0- 1478400- 1766400],69.80058323418798,2026.1095988610796,1.16617e+12,5.98546e-11,0,0
303000-2-2,[3- 0- 3- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 0- 1804800- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 0- 3- 0- 0- 0- 2- 2],[1804800- 0- 1804800- 0- 0- 0- 1478400- 1766400],70.54568641754493,2046.3684465840151,1.16557e+12,6.05246e-11,0,0
330000-2-2,[3- 3- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 0- 0- 0- 2- 2],[1804800- 1804800- 0- 0- 0- 0- 1478400- 1766400],70.33175275813268,2037.9039312812663,1.16495e+12,6.03732e-11,0,0
330000-2-2,[3- 3- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 0- 0- 0- 2- 2],[1804800- 1804800- 0- 0- 0- 0- 1478400- 1766400],70.08575253785934,2033.4880545000324,1.16477e+12,6.01713e-11,0,0
330000-2-2,[3- 3- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 0- 0- 0- 2- 2],[1804800- 1804800- 0- 0- 0- 0- 1478400- 1766400],69.76401393868103,2031.2454594455432,1.16414e+12,5.99275e-11,0,0
400004-2-2,[4- 0- 0- 0- 0- 4- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 0- 0- 1804801- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 0- 0- 4- 2- 2],[1804801- 0- 0- 0- 0- 1804801- 1478400- 1766400],86.25868546652029,2462.1389961649397,1.3864e+12,6.22177e-11,0,0
400004-2-2,[4- 0- 0- 0- 0- 4- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 0- 0- 1804801- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 0- 0- 4- 2- 2],[1804801- 0- 0- 0- 0- 1804801- 1478400- 1766400],86.36279724758774,2476.1397976969893,1.38406e+12,6.23982e-11,0,0
400004-2-2,[4- 0- 0- 0- 0- 4- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 0- 0- 1804801- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 0- 0- 4- 2- 2],[1804801- 0- 0- 0- 0- 1804801- 1478400- 1766400],87.80479279136466,2499.208880026985,1.38557e+12,6.33709e-11,0,0
400040-2-2,[4- 0- 0- 0- 4- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 0- 1804801- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 0- 4- 0- 2- 2],[1804801- 0- 0- 0- 1804801- 0- 1478400- 1766400],70.19794533916524,2047.4429470934535,1.1589e+12,6.05729e-11,0,0
400040-2-2,[4- 0- 0- 0- 4- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 0- 1804801- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 0- 4- 0- 2- 2],[1804801- 0- 0- 0- 1804801- 0- 1478400- 1766400],70.4697908210477,2041.7807257688014,1.16049e+12,6.07242e-11,0,0
400040-2-2,[4- 0- 0- 0- 4- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 0- 1804801- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 0- 4- 0- 2- 2],[1804801- 0- 0- 0- 1804801- 0- 1478400- 1766400],71.17628500575493,2063.139183197156,1.16604e+12,6.1041e-11,0,0
400400-2-2,[4- 0- 0- 4- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 1804801- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 4- 0- 0- 2- 2],[1804801- 0- 0- 1804801- 0- 0- 1478400- 1766400],70.49037916333526,2046.384180555702,1.16542e+12,6.0485e-11,0,0
400400-2-2,[4- 0- 0- 4- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 1804801- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 4- 0- 0- 2- 2],[1804801- 0- 0- 1804801- 0- 0- 1478400- 1766400],69.9851801502394,2021.8984860743753,1.16164e+12,6.02469e-11,0,0
400400-2-2,[4- 0- 0- 4- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 0- 1804801- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 0- 4- 0- 0- 2- 2],[1804801- 0- 0- 1804801- 0- 0- 1478400- 1766400],71.47653617449954,2064.2426598360594,1.16684e+12,6.12565e-11,0,0
404000-2-2,[4- 0- 4- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 1804801- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 4- 0- 0- 0- 2- 2],[1804801- 0- 1804801- 0- 0- 0- 1478400- 1766400],70.21932151401353,2027.7301611933613,1.16384e+12,6.03342e-11,0,0
404000-2-2,[4- 0- 4- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 1804801- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 4- 0- 0- 0- 2- 2],[1804801- 0- 1804801- 0- 0- 0- 1478400- 1766400],70.47809119531738,2041.2885979375426,1.16844e+12,6.03181e-11,0,0
404000-2-2,[4- 0- 4- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 0- 1804801- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 0- 4- 0- 0- 0- 2- 2],[1804801- 0- 1804801- 0- 0- 0- 1478400- 1766400],70.39942218336223,2043.40051894525,1.16631e+12,6.03608e-11,0,0
440000-2-2,[4- 4- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 1804801- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 4- 0- 0- 0- 0- 2- 2],[1804801- 1804801- 0- 0- 0- 0- 1478400- 1766400],70.67041858464086,2052.5285537658833,1.16675e+12,6.05703e-11,0,0
440000-2-2,[4- 4- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 1804801- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 4- 0- 0- 0- 0- 2- 2],[1804801- 1804801- 0- 0- 0- 0- 1478400- 1766400],69.63985178549414,2029.0009301595778,1.1652e+12,5.97664e-11,0,0
440000-2-2,[4- 4- 0- 0- 0- 0- 2- 0- 0- 2- 0- 0- 0],[1804801- 1804801- 0- 0- 0- 0- 1478400- 0- 0- 1766400- 0- 0- 0],[4- 4- 0- 0- 0- 0- 2- 2],[1804801- 1804801- 0- 0- 0- 0- 1478400- 1766400],70.57015429696514,2041.307626748669,1.16472e+12,6.05898e-11,0,0
