configurations,generic format,exact frequency,samsung galaxy format,exact frequencies,phone energy,phone power,workload,energy by workload,starting cc_info,ending cc_info
3000-2000,[3- 0- 0- 0- 0- 0- 0- 0- 0- 2- 0- 0- 0],[1690000- 0- 0- 0- 0- 0- 0- 0- 0- 1469000- 0- 0- 0],[3- 0- 0- 0- 2- 0- 0- 0],[1690000- 0- 0- 0- 1469000- 0- 0- 0],38.93515396837066,1169.4426109286767,1.50978e+11,2.57886e-10,2287000,2287000
1111-3030,[1- 1- 1- 1- 0- 0- 0- 0- 0- 3- 0- 3- 0],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 0],[1- 1- 1- 1- 3- 0- 3- 0],[598000- 598000- 598000- 598000- 2314000- 0- 2314000- 0],48.274555895924344,1425.8092139058645,4.17999e+11,1.1549e-10,2285500,2285500
3003-2202,[3- 0- 0- 3- 0- 0- 0- 0- 0- 2- 2- 0- 2],[1690000- 0- 0- 1690000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[3- 0- 0- 3- 2- 2- 0- 2],[1690000- 0- 0- 1690000- 1469000- 1469000- 0- 1469000],90.97419558775945,2589.8254916632814,1.02783e+12,8.85109e-11,2278500,2263500
3333-0001,[3- 3- 3- 3- 0- 0- 0- 0- 0- 0- 0- 0- 1],[1690000- 1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 741000],[3- 3- 3- 3- 0- 0- 0- 1],[1690000- 1690000- 1690000- 1690000- 0- 0- 0- 741000],68.96356294855403,2008.0366192852198,6.26348e+11,1.10104e-10,2285500,2285500
0300-0222,[0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 2- 2- 2],[0- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000],[0- 3- 0- 0- 0- 2- 2- 2],[0- 1690000- 0- 0- 0- 1469000- 1469000- 1469000],87.73265564111072,2504.5206546002637,7.92973e+11,1.10638e-10,2281500,2281000
1111-1111,[1- 1- 1- 1- 0- 0- 0- 0- 0- 1- 1- 1- 1],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[1- 1- 1- 1- 1- 1- 1- 1],[598000- 598000- 598000- 598000- 741000- 741000- 741000- 741000],59.626232100032496,1744.1463298231681,6.34485e+11,9.39758e-11,2279500,2279500
0030-0011,[0- 0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 1- 1],[0- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 741000],[0- 0- 3- 0- 0- 0- 1- 1],[0- 0- 1690000- 0- 0- 0- 741000- 741000],46.021102665309236,1361.132910881084,2.79074e+11,1.64906e-10,2278000,2278000
3303-1110,[3- 3- 0- 3- 0- 0- 0- 0- 0- 1- 1- 1- 0],[1690000- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 741000- 741000- 741000- 0],[3- 3- 0- 3- 1- 1- 1- 0],[1690000- 1690000- 0- 1690000- 741000- 741000- 741000- 0],77.02527858774563,2227.941339033911,7.44423e+11,1.0347e-10,2276500,2276500
3300-0010,[3- 3- 0- 0- 0- 0- 0- 0- 0- 0- 0- 1- 0],[1690000- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 0],[3- 3- 0- 0- 0- 0- 1- 0],[1690000- 1690000- 0- 0- 0- 0- 741000- 0],39.567167256666295,1180.6323626163482,1.78536e+11,2.2162e-10,2274500,2274500
1011-0000,[1- 0- 1- 1- 0- 0- 0- 0- 0- 0- 0- 0- 0],[598000- 0- 598000- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1- 0- 1- 1- 0- 0- 0- 0],[598000- 0- 598000- 598000- 0- 0- 0- 0],34.23733881173855,1028.0307948839916,1.24951e+11,2.74006e-10,2273500,2273500
0101-0220,[0- 1- 0- 1- 0- 0- 0- 0- 0- 0- 2- 2- 0],[0- 598000- 0- 598000- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 0],[0- 1- 0- 1- 0- 2- 2- 0],[0- 598000- 0- 598000- 0- 1469000- 1469000- 0],46.638618909890624,1384.9379004477273,3.35416e+11,1.39047e-10,2732000,2732000
0000-1001,[0- 0- 0- 0- 0- 0- 0- 0- 0- 1- 0- 0- 1],[0- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 0- 0- 741000],[0- 0- 0- 0- 1- 0- 0- 1],[0- 0- 0- 0- 741000- 0- 0- 741000],45.61877800997951,1354.510417582785,2.38635e+11,1.91165e-10,2731000,2731000
3030-2202,[3- 0- 3- 0- 0- 0- 0- 0- 0- 2- 2- 0- 2],[1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[3- 0- 3- 0- 2- 2- 0- 2],[1690000- 0- 1690000- 0- 1469000- 1469000- 0- 1469000],87.04356826274503,2492.07396468035,8.40193e+11,1.03599e-10,2727500,2727000
2202-3030,[2- 2- 0- 2- 0- 0- 0- 0- 0- 3- 0- 3- 0],[1248000- 1248000- 0- 1248000- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 0],[2- 2- 0- 2- 3- 0- 3- 0],[1248000- 1248000- 0- 1248000- 2314000- 0- 2314000- 0],54.51713493996797,1600.7150037117678,5.28713e+11,1.03113e-10,2725500,2725500
2002-0110,[2- 0- 0- 2- 0- 0- 0- 0- 0- 0- 1- 1- 0],[1248000- 0- 0- 1248000- 0- 0- 0- 0- 0- 0- 741000- 741000- 0],[2- 0- 0- 2- 0- 1- 1- 0],[1248000- 0- 0- 1248000- 0- 741000- 741000- 0],51.850279591253454,1529.070520077931,4.33112e+11,1.19716e-10,2724000,2724000
1111-0300,[1- 1- 1- 1- 0- 0- 0- 0- 0- 0- 3- 0- 0],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 0- 2314000- 0- 0],[1- 1- 1- 1- 0- 3- 0- 0],[598000- 598000- 598000- 598000- 0- 2314000- 0- 0],41.598960747373816,1237.924563229372,2.91449e+11,1.42732e-10,2722500,2722500
3033-2202,[3- 0- 3- 3- 0- 0- 0- 0- 0- 2- 2- 0- 2],[1690000- 0- 1690000- 1690000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[3- 0- 3- 3- 2- 2- 0- 2],[1690000- 0- 1690000- 1690000- 1469000- 1469000- 0- 1469000],92.1563035213829,2618.5795241455894,1.15667e+12,7.96738e-11,2714000,2694000
2022-0003,[2- 0- 2- 2- 0- 0- 0- 0- 0- 0- 0- 0- 3],[1248000- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000],[2- 0- 2- 2- 0- 0- 0- 3],[1248000- 0- 1248000- 1248000- 0- 0- 0- 2314000],92.23158134572502,2622.184344108444,6.81065e+11,1.35423e-10,2700000,2683500
1100-2202,[1- 1- 0- 0- 0- 0- 0- 0- 0- 2- 2- 0- 2],[598000- 598000- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[1- 1- 0- 0- 2- 2- 0- 2],[598000- 598000- 0- 0- 1469000- 1469000- 0- 1469000],88.1105548621914,2514.877235795017,8.2682e+11,1.06566e-10,2681500,2681000
3003-0330,[3- 0- 0- 3- 0- 0- 0- 0- 0- 0- 3- 3- 0],[1690000- 0- 0- 1690000- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 0],[3- 0- 0- 3- 0- 3- 3- 0],[1690000- 0- 0- 1690000- 0- 2314000- 2314000- 0],63.41847988934798,1849.4283382838514,4.99937e+11,1.26853e-10,2682500,2682500
2022-1001,[2- 0- 2- 2- 0- 0- 0- 0- 0- 1- 0- 0- 1],[1248000- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 741000- 0- 0- 741000],[2- 0- 2- 2- 1- 0- 0- 1],[1248000- 0- 1248000- 1248000- 741000- 0- 0- 741000],53.88972265548802,1584.6740575912197,5.19211e+11,1.03792e-10,2680500,2680500
0003-3003,[0- 0- 0- 3- 0- 0- 0- 0- 0- 3- 0- 0- 3],[0- 0- 0- 1690000- 0- 0- 0- 0- 0- 2314000- 0- 0- 2314000],[0- 0- 0- 3- 3- 0- 0- 3],[0- 0- 0- 1690000- 2314000- 0- 0- 2314000],92.29636491134727,2623.6274810215923,9.34724e+11,9.87418e-11,2661500,2595000
2020-1111,[2- 0- 2- 0- 0- 0- 0- 0- 0- 1- 1- 1- 1],[1248000- 0- 1248000- 0- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[2- 0- 2- 0- 1- 1- 1- 1],[1248000- 0- 1248000- 0- 741000- 741000- 741000- 741000],58.48646984188907,1715.8205674832561,5.67317e+11,1.03093e-10,2659000,2659000
3000-0001,[3- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 1],[1690000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 741000],[3- 0- 0- 0- 0- 0- 0- 1],[1690000- 0- 0- 0- 0- 0- 0- 741000],39.575303330951975,1178.5313177008625,1.50741e+11,2.62538e-10,2658000,2658000
3303-0220,[3- 3- 0- 3- 0- 0- 0- 0- 0- 0- 2- 2- 0],[1690000- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 0],[3- 3- 0- 3- 0- 2- 2- 0],[1690000- 1690000- 0- 1690000- 0- 1469000- 1469000- 0],69.87569285664549,2031.7999631065695,6.32529e+11,1.1047e-10,2655500,2655500
2222-0200,[2- 2- 2- 2- 0- 0- 0- 0- 0- 0- 2- 0- 0],[1248000- 1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 1469000- 0- 0],[2- 2- 2- 2- 0- 2- 0- 0],[1248000- 1248000- 1248000- 1248000- 0- 1469000- 0- 0],49.78269170515333,1473.2925869839294,4.89218e+11,1.0176e-10,2654500,2654500
3003-2022,[3- 0- 0- 3- 0- 0- 0- 0- 0- 2- 0- 2- 2],[1690000- 0- 0- 1690000- 0- 0- 0- 0- 0- 1469000- 0- 1469000- 1469000],[3- 0- 0- 3- 2- 0- 2- 2],[1690000- 0- 0- 1690000- 1469000- 0- 1469000- 1469000],92.23020774563362,2621.283127232508,1.03134e+12,8.94275e-11,2647000,2634000
0020-0202,[0- 0- 2- 0- 0- 0- 0- 0- 0- 0- 2- 0- 2],[0- 0- 1248000- 0- 0- 0- 0- 0- 0- 0- 1469000- 0- 1469000],[0- 0- 2- 0- 0- 2- 0- 2],[0- 0- 1248000- 0- 0- 1469000- 0- 1469000],68.41842087281262,1990.9655111231395,5.33843e+11,1.28162e-10,2632500,2632500
0220-0330,[0- 2- 2- 0- 0- 0- 0- 0- 0- 0- 3- 3- 0],[0- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 0],[0- 2- 2- 0- 0- 3- 3- 0],[0- 1248000- 1248000- 0- 0- 2314000- 2314000- 0],46.129310755988286,1366.7875665520824,3.149e+11,1.46489e-10,2634000,2634000
3003-1111,[3- 0- 0- 3- 0- 0- 0- 0- 0- 1- 1- 1- 1],[1690000- 0- 0- 1690000- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[3- 0- 0- 3- 1- 1- 1- 1],[1690000- 0- 0- 1690000- 741000- 741000- 741000- 741000],76.81195105108375,2209.867621778395,7.57861e+11,1.01354e-10,2631500,2631500
3030-0101,[3- 0- 3- 0- 0- 0- 0- 0- 0- 0- 1- 0- 1],[1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 741000- 0- 741000],[3- 0- 3- 0- 0- 1- 0- 1],[1690000- 0- 1690000- 0- 0- 741000- 0- 741000],46.24585697786419,1374.5366306163316,3.1407e+11,1.47247e-10,2630000,2630000
0100-0300,[0- 1- 0- 0- 0- 0- 0- 0- 0- 0- 3- 0- 0],[0- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 0],[0- 1- 0- 0- 0- 3- 0- 0],[0- 598000- 0- 0- 0- 2314000- 0- 0],39.24987734486909,1172.1517577749983,1.51266e+11,2.59476e-10,2629000,2629000
3300-3030,[3- 3- 0- 0- 0- 0- 0- 0- 0- 3- 0- 3- 0],[1690000- 1690000- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 0],[3- 3- 0- 0- 3- 0- 3- 0],[1690000- 1690000- 0- 0- 2314000- 0- 2314000- 0],45.90994420974304,1356.4733396258252,3.14512e+11,1.45972e-10,2627500,2627500
0033-2200,[0- 0- 3- 3- 0- 0- 0- 0- 0- 2- 2- 0- 0],[0- 0- 1690000- 1690000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 0],[0- 0- 3- 3- 2- 2- 0- 0],[0- 0- 1690000- 1690000- 1469000- 1469000- 0- 0],63.201054281777445,1843.9871856543534,4.9897e+11,1.26663e-10,2626000,2626000
