configurations,generic format,exact frequency,samsung galaxy format,exact frequencies,phone energy,phone power,workload,energy by workload,starting cc_info,ending cc_info
1001-0330,[1- 0- 0- 1- 0- 0- 0- 0- 0- 0- 3- 3- 0],[598000- 0- 0- 598000- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 0],[1- 0- 0- 1- 0- 3- 3- 0],[598000- 0- 0- 598000- 0- 2314000- 2314000- 0],47.61159059480536,1411.4055148242169,3.36269e+11,1.41588e-10,2528000,2528000
2200-0303,[2- 2- 0- 0- 0- 0- 0- 0- 0- 0- 3- 0- 3],[1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 2314000],[2- 2- 0- 0- 0- 3- 0- 3],[1248000- 1248000- 0- 0- 0- 2314000- 0- 2314000],90.37624115805252,2573.243917035954,8.85907e+11,1.02015e-10,2508500,2445000
1001-0010,[1- 0- 0- 1- 0- 0- 0- 0- 0- 0- 0- 1- 0],[598000- 0- 0- 598000- 0- 0- 0- 0- 0- 0- 0- 741000- 0],[1- 0- 0- 1- 0- 0- 1- 0],[598000- 0- 0- 598000- 0- 0- 741000- 0],40.918555344342515,1225.974482206883,2.08275e+11,1.96464e-10,2501500,2501500
0300-1101,[0- 3- 0- 0- 0- 0- 0- 0- 0- 1- 1- 0- 1],[0- 1690000- 0- 0- 0- 0- 0- 0- 0- 741000- 741000- 0- 741000],[0- 3- 0- 0- 1- 1- 0- 1],[0- 1690000- 0- 0- 741000- 741000- 0- 741000],53.12946809398558,1571.371614257727,4.03855e+11,1.31556e-10,2500000,2500000
0111-0220,[0- 1- 1- 1- 0- 0- 0- 0- 0- 0- 2- 2- 0],[0- 598000- 598000- 598000- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 0],[0- 1- 1- 1- 0- 2- 2- 0],[0- 598000- 598000- 598000- 0- 1469000- 1469000- 0],48.129899015394074,1425.6157039441664,3.81531e+11,1.26149e-10,2498500,2498500
2220-3330,[2- 2- 2- 0- 0- 0- 0- 0- 0- 3- 3- 3- 0],[1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 2314000- 0],[2- 2- 2- 0- 3- 3- 3- 0],[1248000- 1248000- 1248000- 0- 2314000- 2314000- 2314000- 0],54.80320280476884,1614.5454138047542,4.7362e+11,1.15711e-10,2496500,2496500
1000-0010,[1- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 1- 0],[598000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 0],[1- 0- 0- 0- 0- 0- 1- 0],[598000- 0- 0- 0- 0- 0- 741000- 0],40.22160760235519,1198.361135730452,1.51083e+11,2.66222e-10,2495000,2495000
1010-3003,[1- 0- 1- 0- 0- 0- 0- 0- 0- 3- 0- 0- 3],[598000- 0- 598000- 0- 0- 0- 0- 0- 0- 2314000- 0- 0- 2314000],[1- 0- 1- 0- 3- 0- 0- 3],[598000- 0- 598000- 0- 2314000- 0- 0- 2314000],89.93665106423094,2564.255311850087,7.90067e+11,1.13834e-10,2476500,2450000
2202-3003,[2- 2- 0- 2- 0- 0- 0- 0- 0- 3- 0- 0- 3],[1248000- 1248000- 0- 1248000- 0- 0- 0- 0- 0- 2314000- 0- 0- 2314000],[2- 2- 0- 2- 3- 0- 0- 3],[1248000- 1248000- 0- 1248000- 2314000- 0- 0- 2314000],90.35973511649532,2575.06512649287,1.10421e+12,8.1832e-11,2457000,2383500
2220-2000,[2- 2- 2- 0- 0- 0- 0- 0- 0- 2- 0- 0- 0],[1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 1469000- 0- 0- 0],[2- 2- 2- 0- 2- 0- 0- 0],[1248000- 1248000- 1248000- 0- 1469000- 0- 0- 0],41.27615320240724,1228.6971242467573,2.1719e+11,1.90046e-10,2455000,2455000
0101-3330,[0- 1- 0- 1- 0- 0- 0- 0- 0- 3- 3- 3- 0],[0- 598000- 0- 598000- 0- 0- 0- 0- 0- 2314000- 2314000- 2314000- 0],[0- 1- 0- 1- 3- 3- 3- 0],[0- 598000- 0- 598000- 2314000- 2314000- 2314000- 0],54.28155264699781,1604.1422143671011,4.65538e+11,1.166e-10,2453500,2453500
2022-3300,[2- 0- 2- 2- 0- 0- 0- 0- 0- 3- 3- 0- 0],[1248000- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 2314000- 2314000- 0- 0],[2- 0- 2- 2- 3- 3- 0- 0],[1248000- 0- 1248000- 1248000- 2314000- 2314000- 0- 0],55.41580362196575,1628.0303136756347,5.30159e+11,1.04527e-10,2452000,2452000
1010-1001,[1- 0- 1- 0- 0- 0- 0- 0- 0- 1- 0- 0- 1],[598000- 0- 598000- 0- 0- 0- 0- 0- 0- 741000- 0- 0- 741000],[1- 0- 1- 0- 1- 0- 0- 1],[598000- 0- 598000- 0- 741000- 0- 0- 741000],47.095389873231476,1394.8815741692144,3.11575e+11,1.51153e-10,2450500,2450500
3000-0000,[3- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1690000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0],[3- 0- 0- 0- 0- 0- 0- 0],[1690000- 0- 0- 0- 0- 0- 0- 0],32.918158542737096,991.8603086900805,2.96747e+10,1.1093e-09,2449500,2449500
3333-1101,[3- 3- 3- 3- 0- 0- 0- 0- 0- 1- 1- 0- 1],[1690000- 1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 741000- 741000- 0- 741000],[3- 3- 3- 3- 1- 1- 0- 1],[1690000- 1690000- 1690000- 1690000- 741000- 741000- 0- 741000],84.68269125750886,2423.3847985913303,8.66278e+11,9.77546e-11,2447000,2447000
0220-0300,[0- 2- 2- 0- 0- 0- 0- 0- 0- 0- 3- 0- 0],[0- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 0],[0- 2- 2- 0- 0- 3- 0- 0],[0- 1248000- 1248000- 0- 0- 2314000- 0- 0],40.55981697789146,1209.5608500944982,1.86901e+11,2.17012e-10,2445000,2445000
2000-3030,[2- 0- 0- 0- 0- 0- 0- 0- 0- 3- 0- 3- 0],[1248000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 0],[2- 0- 0- 0- 3- 0- 3- 0],[1248000- 0- 0- 0- 2314000- 0- 2314000- 0],46.50270421842809,1377.0461398312757,2.80311e+11,1.65897e-10,2443500,2443500
1100-2200,[1- 1- 0- 0- 0- 0- 0- 0- 0- 2- 2- 0- 0],[598000- 598000- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 0],[1- 1- 0- 0- 2- 2- 0- 0],[598000- 598000- 0- 0- 1469000- 1469000- 0- 0],46.65690225434112,1387.9021439196908,3.14786e+11,1.48218e-10,2442000,2442000
3330-0101,[3- 3- 3- 0- 0- 0- 0- 0- 0- 0- 1- 0- 1],[1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 0- 0- 741000- 0- 741000],[3- 3- 3- 0- 0- 1- 0- 1],[1690000- 1690000- 1690000- 0- 0- 741000- 0- 741000],47.341215191208576,1402.8668549757522,3.38852e+11,1.39711e-10,2440500,2440500
3300-1001,[3- 3- 0- 0- 0- 0- 0- 0- 0- 1- 0- 0- 1],[1690000- 1690000- 0- 0- 0- 0- 0- 0- 0- 741000- 0- 0- 741000],[3- 3- 0- 0- 1- 0- 0- 1],[1690000- 1690000- 0- 0- 741000- 0- 0- 741000],47.124584724091775,1393.2321764033675,3.1358e+11,1.50279e-10,2439000,2439000
0222-0022,[0- 2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 2- 2],[0- 1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000],[0- 2- 2- 2- 0- 0- 2- 2],[0- 1248000- 1248000- 1248000- 0- 0- 1469000- 1469000],78.50916966018868,2257.0091533763593,7.92567e+11,9.90568e-11,2436000,2436000
1111-3000,[1- 1- 1- 1- 0- 0- 0- 0- 0- 3- 0- 0- 0],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 2314000- 0- 0- 0],[1- 1- 1- 1- 3- 0- 0- 0],[598000- 598000- 598000- 598000- 2314000- 0- 0- 0],42.38403806553505,1264.75651955678,2.90825e+11,1.45737e-10,2434500,2434500
2202-1101,[2- 2- 0- 2- 0- 0- 0- 0- 0- 1- 1- 0- 1],[1248000- 1248000- 0- 1248000- 0- 0- 0- 0- 0- 741000- 741000- 0- 741000],[2- 2- 0- 2- 1- 1- 0- 1],[1248000- 1248000- 0- 1248000- 741000- 741000- 0- 741000],61.93926849481513,1815.2233431153215,6.47542e+11,9.56529e-11,2432500,2432500
0000-1100,[0- 0- 0- 0- 0- 0- 0- 0- 0- 1- 1- 0- 0],[0- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 741000- 0- 0],[0- 0- 0- 0- 1- 1- 0- 0],[0- 0- 0- 0- 741000- 741000- 0- 0],46.63979970527358,1376.851681534832,2.44446e+11,1.90798e-10,2431500,2431500
1001-3030,[1- 0- 0- 1- 0- 0- 0- 0- 0- 3- 0- 3- 0],[598000- 0- 0- 598000- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 0],[1- 0- 0- 1- 3- 0- 3- 0],[598000- 0- 0- 598000- 2314000- 0- 2314000- 0],47.520846029098465,1405.2558940362442,3.35732e+11,1.41544e-10,2429500,2429500
3030-1000,[3- 0- 3- 0- 0- 0- 0- 0- 0- 1- 0- 0- 0],[1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 741000- 0- 0- 0],[3- 0- 3- 0- 1- 0- 0- 0],[1690000- 0- 1690000- 0- 741000- 0- 0- 0],39.89541389511606,1193.5026815348313,2.11575e+11,1.88564e-10,2425000,2425000
1111-0000,[1- 1- 1- 1- 0- 0- 0- 0- 0- 0- 0- 0- 0],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1- 1- 1- 1- 0- 0- 0- 0],[598000- 598000- 598000- 598000- 0- 0- 0- 0],35.45299381213031,1065.7183041955175,1.61634e+11,2.19341e-10,2423500,2423500
0101-1011,[0- 1- 0- 1- 0- 0- 0- 0- 0- 1- 0- 1- 1],[0- 598000- 0- 598000- 0- 0- 0- 0- 0- 741000- 0- 741000- 741000],[0- 1- 0- 1- 1- 0- 1- 1],[0- 598000- 0- 598000- 741000- 0- 741000- 741000],54.52435041458763,1604.2008673720645,4.56811e+11,1.19359e-10,2422000,2422000
0100-3303,[0- 1- 0- 0- 0- 0- 0- 0- 0- 3- 3- 0- 3],[0- 598000- 0- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 0- 2314000],[0- 1- 0- 0- 3- 3- 0- 3],[0- 598000- 0- 0- 2314000- 2314000- 0- 2314000],90.47083138112505,2578.3229712341313,1.09194e+12,8.28533e-11,2400000,2340000
3000-3303,[3- 0- 0- 0- 0- 0- 0- 0- 0- 3- 3- 0- 3],[1690000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 0- 2314000],[3- 0- 0- 0- 3- 3- 0- 3],[1690000- 0- 0- 0- 2314000- 2314000- 0- 2314000],90.52332159290525,2578.5471211493004,1.1194e+12,8.08677e-11,2382500,2319000
0002-0002,[0- 0- 0- 2- 0- 0- 0- 0- 0- 0- 0- 0- 2],[0- 0- 0- 1248000- 0- 0- 0- 0- 0- 0- 0- 0- 1469000],[0- 0- 0- 2- 0- 0- 0- 2],[0- 0- 0- 1248000- 0- 0- 0- 1469000],54.86416815325059,1615.6068582982673,3.2782e+11,1.67361e-10,2382000,2382000
2200-1000,[2- 2- 0- 0- 0- 0- 0- 0- 0- 1- 0- 0- 0],[1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 741000- 0- 0- 0],[2- 2- 0- 0- 1- 0- 0- 0],[1248000- 1248000- 0- 0- 741000- 0- 0- 0],40.296534170644286,1204.568577568545,1.84309e+11,2.18636e-10,2380500,2380500
2220-0033,[2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 0- 3- 3],[1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 2314000],[2- 2- 2- 0- 0- 0- 3- 3],[1248000- 1248000- 1248000- 0- 0- 0- 2314000- 2314000],90.57491624021313,2576.4524184279003,9.2813e+11,9.75886e-11,2360000,2292500
0100-1110,[0- 1- 0- 0- 0- 0- 0- 0- 0- 1- 1- 1- 0],[0- 598000- 0- 0- 0- 0- 0- 0- 0- 741000- 741000- 741000- 0],[0- 1- 0- 0- 1- 1- 1- 0],[0- 598000- 0- 0- 741000- 741000- 741000- 0],52.96278531338731,1565.8692004484387,4.04345e+11,1.30984e-10,2360500,2360500
1010-2000,[1- 0- 1- 0- 0- 0- 0- 0- 0- 2- 0- 0- 0],[598000- 0- 598000- 0- 0- 0- 0- 0- 0- 1469000- 0- 0- 0],[1- 0- 1- 0- 2- 0- 0- 0],[598000- 0- 598000- 0- 1469000- 0- 0- 0],40.493708976631645,1207.7447325504545,1.87292e+11,2.16206e-10,2359000,2359000
2002-1110,[2- 0- 0- 2- 0- 0- 0- 0- 0- 1- 1- 1- 0],[1248000- 0- 0- 1248000- 0- 0- 0- 0- 0- 741000- 741000- 741000- 0],[2- 0- 0- 2- 1- 1- 1- 0],[1248000- 0- 0- 1248000- 741000- 741000- 741000- 0],59.133749845608946,1728.958715463774,5.43114e+11,1.08879e-10,2357500,2357500
3033-1000,[3- 0- 3- 3- 0- 0- 0- 0- 0- 1- 0- 0- 0],[1690000- 0- 1690000- 1690000- 0- 0- 0- 0- 0- 741000- 0- 0- 0],[3- 0- 3- 3- 1- 0- 0- 0],[1690000- 0- 1690000- 1690000- 741000- 0- 0- 0],64.10286298087101,1873.2399582614423,4.98202e+11,1.28668e-10,2356000,2356000
0111-2220,[0- 1- 1- 1- 0- 0- 0- 0- 0- 2- 2- 2- 0],[0- 598000- 598000- 598000- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000- 0],[0- 1- 1- 1- 2- 2- 2- 0],[0- 598000- 598000- 598000- 1469000- 1469000- 1469000- 0],55.61932274400557,1638.4138882228856,5.07225e+11,1.09654e-10,2354500,2354500
0100-0002,[0- 1- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 2],[0- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 1469000],[0- 1- 0- 0- 0- 0- 0- 2],[0- 598000- 0- 0- 0- 0- 0- 1469000],52.33096191504283,1539.509577361516,2.54412e+11,2.05694e-10,2353500,2353500
1110-2220,[1- 1- 1- 0- 0- 0- 0- 0- 0- 2- 2- 2- 0],[598000- 598000- 598000- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000- 0],[1- 1- 1- 0- 2- 2- 2- 0],[598000- 598000- 598000- 0- 1469000- 1469000- 1469000- 0],54.22365729961043,1603.1572652966893,4.72792e+11,1.14688e-10,2351500,2351500
