configurations,generic format,exact frequency,samsung galaxy format,exact frequencies,phone energy,phone power,workload,energy by workload,starting cc_info,ending cc_info
3000-2000,[3- 0- 0- 0- 0- 0- 0- 0- 0- 2- 0- 0- 0],[1690000- 0- 0- 0- 0- 0- 0- 0- 0- 1469000- 0- 0- 0],[3- 0- 0- 0- 2- 0- 0- 0],[1690000- 0- 0- 0- 1469000- 0- 0- 0],38.93515396837066,1169.4426109286767,1.50978e+11,2.57886e-10,2287000,2287000
1111-3030,[1- 1- 1- 1- 0- 0- 0- 0- 0- 3- 0- 3- 0],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 0],[1- 1- 1- 1- 3- 0- 3- 0],[598000- 598000- 598000- 598000- 2314000- 0- 2314000- 0],48.274555895924344,1425.8092139058645,4.17999e+11,1.1549e-10,2285500,2285500
3003-2202,[3- 0- 0- 3- 0- 0- 0- 0- 0- 2- 2- 0- 2],[1690000- 0- 0- 1690000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[3- 0- 0- 3- 2- 2- 0- 2],[1690000- 0- 0- 1690000- 1469000- 1469000- 0- 1469000],90.97419558775945,2589.8254916632814,1.02783e+12,8.85109e-11,2278500,2263500
3333-0001,[3- 3- 3- 3- 0- 0- 0- 0- 0- 0- 0- 0- 1],[1690000- 1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 741000],[3- 3- 3- 3- 0- 0- 0- 1],[1690000- 1690000- 1690000- 1690000- 0- 0- 0- 741000],68.96356294855403,2008.0366192852198,6.26348e+11,1.10104e-10,2285500,2285500
0300-0222,[0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 2- 2- 2],[0- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000],[0- 3- 0- 0- 0- 2- 2- 2],[0- 1690000- 0- 0- 0- 1469000- 1469000- 1469000],87.73265564111072,2504.5206546002637,7.92973e+11,1.10638e-10,2281500,2281000
1111-1111,[1- 1- 1- 1- 0- 0- 0- 0- 0- 1- 1- 1- 1],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[1- 1- 1- 1- 1- 1- 1- 1],[598000- 598000- 598000- 598000- 741000- 741000- 741000- 741000],59.626232100032496,1744.1463298231681,6.34485e+11,9.39758e-11,2279500,2279500
0030-0011,[0- 0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 1- 1],[0- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 741000],[0- 0- 3- 0- 0- 0- 1- 1],[0- 0- 1690000- 0- 0- 0- 741000- 741000],46.021102665309236,1361.132910881084,2.79074e+11,1.64906e-10,2278000,2278000
3303-1110,[3- 3- 0- 3- 0- 0- 0- 0- 0- 1- 1- 1- 0],[1690000- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 741000- 741000- 741000- 0],[3- 3- 0- 3- 1- 1- 1- 0],[1690000- 1690000- 0- 1690000- 741000- 741000- 741000- 0],77.02527858774563,2227.941339033911,7.44423e+11,1.0347e-10,2276500,2276500
3300-0010,[3- 3- 0- 0- 0- 0- 0- 0- 0- 0- 0- 1- 0],[1690000- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 0],[3- 3- 0- 0- 0- 0- 1- 0],[1690000- 1690000- 0- 0- 0- 0- 741000- 0],39.567167256666295,1180.6323626163482,1.78536e+11,2.2162e-10,2274500,2274500
1011-0000,[1- 0- 1- 1- 0- 0- 0- 0- 0- 0- 0- 0- 0],[598000- 0- 598000- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1- 0- 1- 1- 0- 0- 0- 0],[598000- 0- 598000- 598000- 0- 0- 0- 0],34.23733881173855,1028.0307948839916,1.24951e+11,2.74006e-10,2273500,2273500
