configurations,generic format,exact frequency,samsung galaxy format,exact frequencies,phone energy,phone power,workload,energy by workload,starting cc_info,ending cc_info
3030-1101,[3- 0- 3- 0- 0- 0- 0- 0- 0- 1- 1- 0- 1],[1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 741000- 741000- 0- 741000],[3- 0- 3- 0- 1- 1- 0- 1],[1690000- 0- 1690000- 0- 741000- 741000- 0- 741000],51.116644613557035,1510.358663018292,4.45072e+11,1.1485e-10,2593000,2593000
2020-0003,[2- 0- 2- 0- 0- 0- 0- 0- 0- 0- 0- 0- 3],[1248000- 0- 1248000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 2314000],[2- 0- 2- 0- 0- 0- 0- 3],[1248000- 0- 1248000- 0- 0- 0- 0- 2314000],90.65091717023411,2583.5973895402526,4.69655e+11,1.93016e-10,2585500,2577000
0000-3303,[0- 0- 0- 0- 0- 0- 0- 0- 0- 3- 3- 0- 3],[0- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 0- 2314000],[0- 0- 0- 0- 3- 3- 0- 3],[0- 0- 0- 0- 2314000- 2314000- 0- 2314000],85.26345694338853,2444.2152416382573,9.64245e+11,8.84251e-11,2549000,2492500
0022-3000,[0- 0- 2- 2- 0- 0- 0- 0- 0- 3- 0- 0- 0],[0- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 2314000- 0- 0- 0],[0- 0- 2- 2- 3- 0- 0- 0],[0- 0- 1248000- 1248000- 2314000- 0- 0- 0],43.517109924306254,1290.2640614206646,3.04822e+11,1.42762e-10,2572000,2572000
0100-2222,[0- 1- 0- 0- 0- 0- 0- 0- 0- 2- 2- 2- 2],[0- 598000- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000- 1469000],[0- 1- 0- 0- 2- 2- 2- 2],[0- 598000- 0- 0- 1469000- 1469000- 1469000- 1469000],90.54788228984741,2578.4538332292273,1.04915e+12,8.63059e-11,2568000,2556500
0101-1100,[0- 1- 0- 1- 0- 0- 0- 0- 0- 1- 1- 0- 0],[0- 598000- 0- 598000- 0- 0- 0- 0- 0- 741000- 741000- 0- 0],[0- 1- 0- 1- 1- 1- 0- 0],[0- 598000- 0- 598000- 741000- 741000- 0- 0],44.851239409872626,1332.5224336288038,3.16375e+11,1.41766e-10,2555000,2555000
0011-0111,[0- 0- 1- 1- 0- 0- 0- 0- 0- 0- 1- 1- 1],[0- 0- 598000- 598000- 0- 0- 0- 0- 0- 0- 741000- 741000- 741000],[0- 0- 1- 1- 0- 1- 1- 1],[0- 0- 598000- 598000- 0- 741000- 741000- 741000],51.708149058356746,1529.5775485890404,4.58493e+11,1.12778e-10,2553500,2553500
3033-0303,[3- 0- 3- 3- 0- 0- 0- 0- 0- 0- 3- 0- 3],[1690000- 0- 1690000- 1690000- 0- 0- 0- 0- 0- 0- 2314000- 0- 2314000],[3- 0- 3- 3- 0- 3- 0- 3],[1690000- 0- 1690000- 1690000- 0- 2314000- 0- 2314000],90.6637925014351,2582.4320617959274,1.2119e+12,7.48113e-11,2530500,2450500
2020-0200,[2- 0- 2- 0- 0- 0- 0- 0- 0- 0- 2- 0- 0],[1248000- 0- 1248000- 0- 0- 0- 0- 0- 0- 0- 1469000- 0- 0],[2- 0- 2- 0- 0- 2- 0- 0],[1248000- 0- 1248000- 0- 0- 1469000- 0- 0],38.39977510925412,1151.4084487016485,1.87081e+11,2.05257e-10,2546500,2546500
1100-1101,[1- 1- 0- 0- 0- 0- 0- 0- 0- 1- 1- 0- 1],[598000- 598000- 0- 0- 0- 0- 0- 0- 0- 741000- 741000- 0- 741000],[1- 1- 0- 0- 1- 1- 0- 1],[598000- 598000- 0- 0- 741000- 741000- 0- 741000],51.269529799798626,1516.0036479389644,4.33067e+11,1.18387e-10,2545000,2545000
0333-2222,[0- 3- 3- 3- 0- 0- 0- 0- 0- 2- 2- 2- 2],[0- 1690000- 1690000- 1690000- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000- 1469000],[0- 3- 3- 3- 2- 2- 2- 2],[0- 1690000- 1690000- 1690000- 1469000- 1469000- 1469000- 1469000],90.632143554462,2580.6427425966467,1.4216e+12,6.37536e-11,2535000,2498000
0030-1000,[0- 0- 3- 0- 0- 0- 0- 0- 0- 1- 0- 0- 0],[0- 0- 1690000- 0- 0- 0- 0- 0- 0- 741000- 0- 0- 0],[0- 0- 3- 0- 1- 0- 0- 0],[0- 0- 1690000- 0- 741000- 0- 0- 0],38.65859744164645,1148.7222292975214,1.49611e+11,2.58394e-10,2522500,2522500
2202-0020,[2- 2- 0- 2- 0- 0- 0- 0- 0- 0- 0- 2- 0],[1248000- 1248000- 0- 1248000- 0- 0- 0- 0- 0- 0- 0- 1469000- 0],[2- 2- 0- 2- 0- 0- 2- 0],[1248000- 1248000- 0- 1248000- 0- 0- 1469000- 0],46.30734414538775,1376.4416240104997,3.96525e+11,1.16783e-10,2521000,2521000
1101-0300,[1- 1- 0- 1- 0- 0- 0- 0- 0- 0- 3- 0- 0],[598000- 598000- 0- 598000- 0- 0- 0- 0- 0- 0- 2314000- 0- 0],[1- 1- 0- 1- 0- 3- 0- 0],[598000- 598000- 0- 598000- 0- 2314000- 0- 0],39.89447165011857,1188.633228113476,2.50599e+11,1.59196e-10,2520000,2520000
0303-0033,[0- 3- 0- 3- 0- 0- 0- 0- 0- 0- 0- 3- 3],[0- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 2314000- 2314000],[0- 3- 0- 3- 0- 0- 3- 3],[0- 1690000- 0- 1690000- 0- 0- 2314000- 2314000],90.60063198549958,2578.8084938956554,1.07403e+12,8.43558e-11,2498500,2422500
1011-2022,[1- 0- 1- 1- 0- 0- 0- 0- 0- 2- 0- 2- 2],[598000- 0- 598000- 598000- 0- 0- 0- 0- 0- 1469000- 0- 1469000- 1469000],[1- 0- 1- 1- 2- 0- 2- 2],[598000- 0- 598000- 598000- 1469000- 0- 1469000- 1469000],88.2429800332869,2519.2908992286075,9.02041e+11,9.78259e-11,2494000,2493500
2222-1001,[2- 2- 2- 2- 0- 0- 0- 0- 0- 1- 0- 0- 1],[1248000- 1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 741000- 0- 0- 741000],[2- 2- 2- 2- 1- 0- 0- 1],[1248000- 1248000- 1248000- 1248000- 741000- 0- 0- 741000],56.77105018677156,1669.501620568356,6.17085e+11,9.19988e-11,2491500,2491500
0111-2020,[0- 1- 1- 1- 0- 0- 0- 0- 0- 2- 0- 2- 0],[0- 598000- 598000- 598000- 0- 0- 0- 0- 0- 1469000- 0- 1469000- 0],[0- 1- 1- 1- 2- 0- 2- 0],[0- 598000- 598000- 598000- 1469000- 0- 1469000- 0],46.29726124902258,1371.0645568193338,3.68193e+11,1.25742e-10,2490000,2490000
1101-0022,[1- 1- 0- 1- 0- 0- 0- 0- 0- 0- 0- 2- 2],[598000- 598000- 0- 598000- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000],[1- 1- 0- 1- 0- 0- 2- 2],[598000- 598000- 0- 598000- 0- 0- 1469000- 1469000],68.5017950782861,1991.0943022118604,6.45815e+11,1.0607e-10,2488500,2488500
1100-3003,[1- 1- 0- 0- 0- 0- 0- 0- 0- 3- 0- 0- 3],[598000- 598000- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 0- 2314000],[1- 1- 0- 0- 3- 0- 0- 3],[598000- 598000- 0- 0- 2314000- 0- 0- 2314000],90.15026547676455,2567.6629992587464,8.88226e+11,1.01495e-10,2470000,2410000
0022-0300,[0- 0- 2- 2- 0- 0- 0- 0- 0- 0- 3- 0- 0],[0- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 2314000- 0- 0],[0- 0- 2- 2- 0- 3- 0- 0],[0- 0- 1248000- 1248000- 0- 2314000- 0- 0],44.08412746323779,1310.570253136713,3.03458e+11,1.45273e-10,2473000,2473000
0000-3033,[0- 0- 0- 0- 0- 0- 0- 0- 0- 3- 0- 3- 3],[0- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 2314000- 2314000],[0- 0- 0- 0- 3- 0- 3- 3],[0- 0- 0- 0- 2314000- 0- 2314000- 2314000],82.97486822474202,2377.0518665348436,8.33285e+11,9.95756e-11,2444500,2414000
2000-1111,[2- 0- 0- 0- 0- 0- 0- 0- 0- 1- 1- 1- 1],[1248000- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[2- 0- 0- 0- 1- 1- 1- 1],[1248000- 0- 0- 0- 741000- 741000- 741000- 741000],56.814483376411175,1674.2735556859361,5.27937e+11,1.07616e-10,2447500,2447500
0002-0200,[0- 0- 0- 2- 0- 0- 0- 0- 0- 0- 2- 0- 0],[0- 0- 0- 1248000- 0- 0- 0- 0- 0- 0- 1469000- 0- 0],[0- 0- 0- 2- 0- 2- 0- 0],[0- 0- 0- 1248000- 0- 1469000- 0- 0],41.358065452383435,1231.1351575714746,2.08875e+11,1.98004e-10,2446500,2446500
2022-3003,[2- 0- 2- 2- 0- 0- 0- 0- 0- 3- 0- 0- 3],[1248000- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 2314000- 0- 0- 2314000],[2- 0- 2- 2- 3- 0- 0- 3],[1248000- 0- 1248000- 1248000- 2314000- 0- 0- 2314000],89.83166740453697,2557.254951367106,1.11007e+12,8.09243e-11,2425500,2353500
0101-1000,[0- 1- 0- 1- 0- 0- 0- 0- 0- 1- 0- 0- 0],[0- 598000- 0- 598000- 0- 0- 0- 0- 0- 741000- 0- 0- 0],[0- 1- 0- 1- 1- 0- 0- 0],[0- 598000- 0- 598000- 741000- 0- 0- 0],39.688678484023775,1181.4782247806852,1.95948e+11,2.02547e-10,2423000,2423000
