configurations,generic format,exact frequency,samsung galaxy format,exact frequencies,phone energy,phone power,workload,energy by workload,starting cc_info,ending cc_info
1001-0003,[1- 0- 0- 1- 0- 0- 0- 0- 0- 0- 0- 0- 3],[598000- 0- 0- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000],[1- 0- 0- 1- 0- 0- 0- 3],[598000- 0- 0- 598000- 0- 0- 0- 2314000],91.72619509161682,2606.398497244776,4.902e+11,1.8712e-10,2373000,2362500
1000-0000,[1- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0],[598000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1- 0- 0- 0- 0- 0- 0- 0],[598000- 0- 0- 0- 0- 0- 0- 0],33.36102562102759,1000.2913195718478,2.95697e+10,1.12822e-09,2361500,2361500
1111-2020,[1- 1- 1- 1- 0- 0- 0- 0- 0- 2- 0- 2- 0],[598000- 598000- 598000- 598000- 0- 0- 0- 0- 0- 1469000- 0- 1469000- 0],[1- 1- 1- 1- 2- 0- 2- 0],[598000- 598000- 598000- 598000- 1469000- 0- 1469000- 0],53.4555265313804,1580.2389212613352,4.20709e+11,1.27061e-10,2360500,2360500
0030-0020,[0- 0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 2- 0],[0- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 1469000- 0],[0- 0- 3- 0- 0- 0- 2- 0],[0- 0- 1690000- 0- 0- 0- 1469000- 0],40.06498771993919,1191.932292833352,1.51346e+11,2.64724e-10,2361500,2361500
0000-0300,[0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 3- 0- 0],[0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 0],[0- 0- 0- 0- 0- 3- 0- 0],[0- 0- 0- 0- 0- 2314000- 0- 0],39.27323054284241,1167.0098828552482,1.1834e+11,3.31868e-10,2360500,2360500
0030-1111,[0- 0- 3- 0- 0- 0- 0- 0- 0- 1- 1- 1- 1],[0- 0- 1690000- 0- 0- 0- 0- 0- 0- 741000- 741000- 741000- 741000],[0- 0- 3- 0- 1- 1- 1- 1],[0- 0- 1690000- 0- 741000- 741000- 741000- 741000],58.96365298773789,1728.5469829716596,5.36926e+11,1.09817e-10,2359500,2359500
0010-0022,[0- 0- 1- 0- 0- 0- 0- 0- 0- 0- 0- 2- 2],[0- 0- 598000- 0- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000],[0- 0- 1- 0- 0- 0- 2- 2],[0- 0- 598000- 0- 0- 0- 1469000- 1469000],69.49760519874175,2014.2620566034673,5.3514e+11,1.29868e-10,2357500,2357500
1000-0022,[1- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 2- 2],[598000- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000],[1- 0- 0- 0- 0- 0- 2- 2],[598000- 0- 0- 0- 0- 0- 1469000- 1469000],70.02980328437495,2017.7780393088683,5.37363e+11,1.30321e-10,2356000,2356000
3030-1100,[3- 0- 3- 0- 0- 0- 0- 0- 0- 1- 1- 0- 0],[1690000- 0- 1690000- 0- 0- 0- 0- 0- 0- 741000- 741000- 0- 0],[3- 0- 3- 0- 1- 1- 0- 0],[1690000- 0- 1690000- 0- 741000- 741000- 0- 0],46.54196261149512,1385.1251694781504,3.15491e+11,1.47522e-10,2354500,2354500
1001-3000,[1- 0- 0- 1- 0- 0- 0- 0- 0- 3- 0- 0- 0],[598000- 0- 0- 598000- 0- 0- 0- 0- 0- 2314000- 0- 0- 0],[1- 0- 0- 1- 3- 0- 0- 0],[598000- 0- 0- 598000- 2314000- 0- 0- 0],40.58956798136506,1209.763637134643,2.12007e+11,1.91454e-10,2351500,2351500
2022-1100,[2- 0- 2- 2- 0- 0- 0- 0- 0- 1- 1- 0- 0],[1248000- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 741000- 741000- 0- 0],[2- 0- 2- 2- 1- 1- 0- 0],[1248000- 0- 1248000- 1248000- 741000- 741000- 0- 0],54.274297068161474,1598.681063424689,5.27468e+11,1.02896e-10,2350000,2350000
0111-2202,[0- 1- 1- 1- 0- 0- 0- 0- 0- 2- 2- 0- 2],[0- 598000- 598000- 598000- 0- 0- 0- 0- 0- 1469000- 1469000- 0- 1469000],[0- 1- 1- 1- 2- 2- 0- 2],[0- 598000- 598000- 598000- 1469000- 1469000- 0- 1469000],89.23319838863213,2542.784142429731,8.86798e+11,1.00624e-10,2347500,2346500
1000-3000,[1- 0- 0- 0- 0- 0- 0- 0- 0- 3- 0- 0- 0],[598000- 0- 0- 0- 0- 0- 0- 0- 0- 2314000- 0- 0- 0],[1- 0- 0- 0- 3- 0- 0- 0],[598000- 0- 0- 0- 2314000- 0- 0- 0],40.1993074686214,1198.4063713432674,1.51359e+11,2.65589e-10,2345500,2345500
0022-1110,[0- 0- 2- 2- 0- 0- 0- 0- 0- 1- 1- 1- 0],[0- 0- 1248000- 1248000- 0- 0- 0- 0- 0- 741000- 741000- 741000- 0],[0- 0- 2- 2- 1- 1- 1- 0],[0- 0- 1248000- 1248000- 741000- 741000- 741000- 0],58.62931935189168,1720.1001119589687,5.66976e+11,1.03407e-10,2343500,2343500
2220-0222,[2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 2- 2- 2],[1248000- 1248000- 1248000- 0- 0- 0- 0- 0- 0- 0- 1469000- 1469000- 1469000],[2- 2- 2- 0- 0- 2- 2- 2],[1248000- 1248000- 1248000- 0- 0- 1469000- 1469000- 1469000],89.37442415940384,2542.4879559037304,8.73833e+11,1.02279e-10,2339500,2338500
1011-0303,[1- 0- 1- 1- 0- 0- 0- 0- 0- 0- 3- 0- 3],[598000- 0- 598000- 598000- 0- 0- 0- 0- 0- 0- 2314000- 0- 2314000],[1- 0- 1- 1- 0- 3- 0- 3],[598000- 0- 598000- 598000- 0- 2314000- 0- 2314000],91.04236092731635,2587.6231236103285,9.62216e+11,9.46174e-11,2319500,2257000
0030-0011,[0- 0- 3- 0- 0- 0- 0- 0- 0- 0- 0- 1- 1],[0- 0- 1690000- 0- 0- 0- 0- 0- 0- 0- 0- 741000- 741000],[0- 0- 3- 0- 0- 0- 1- 1],[0- 0- 1690000- 0- 0- 0- 741000- 741000],91.52639945024053,2600.2117986969583,8.36656e+11,1.09395e-10,2321000,2258000
0101-0330,[0- 1- 0- 1- 0- 0- 0- 0- 0- 0- 3- 3- 0],[0- 598000- 0- 598000- 0- 0- 0- 0- 0- 0- 2314000- 2314000- 0],[0- 1- 0- 1- 0- 3- 3- 0],[0- 598000- 0- 598000- 0- 2314000- 2314000- 0],47.37568549867874,1400.6276847255083,3.24303e+11,1.46085e-10,2317500,2317500
0011-0030,[0- 0- 1- 1- 0- 0- 0- 0- 0- 0- 0- 3- 0],[0- 0- 598000- 598000- 0- 0- 0- 0- 0- 0- 0- 2314000- 0],[0- 0- 1- 1- 0- 0- 3- 0],[0- 0- 598000- 598000- 0- 0- 2314000- 0],40.739621777088836,1215.283229929041,2.07884e+11,1.95973e-10,2316500,2316500
3303-3003,[3- 3- 0- 3- 0- 0- 0- 0- 0- 3- 0- 0- 3],[1690000- 1690000- 0- 1690000- 0- 0- 0- 0- 0- 2314000- 0- 0- 2314000],[3- 3- 0- 3- 3- 0- 0- 3],[1690000- 1690000- 0- 1690000- 2314000- 0- 0- 2314000],90.76835013556315,2581.973310451809,1.01532e+12,8.93988e-11,2296500,2254000
